[00:00] 歡迎收聽趙華宇股貨載第1023集
[24:40] 當然也因為像
[24:41] 看到富橋位元組了
[24:43] 12月
[24:43] 最近大家要留意
[24:44] 我最近收到那個位元組的
[24:46] 越來越多
[24:47] 因為很熱
[24:48] 都會被漲到被迫位元組
[24:49] 那就會高下利劍
[24:51] 只要這個位元組年增率很高的
[24:53] 幾乎就是都漲了
[24:55] 幾乎都是漲
[24:56] 因為現在市場很
[24:57] 氣氛很熱的情況下
[24:58] 比較沒有利多出盡的問題
[25:00] 現在就是利多反應
[25:02] 對
[25:02] 然後那利空也會反應
[25:04] 像富巧就是自己的12月
[25:05] 其實賺很少
[25:06] 而且年減六幾趴
[25:07] 本來開盤還有點強
[25:09] 後面就下去了
[25:10] 我覺得還是會有利空會反應
[25:12] 因為資金髮現可以買的標的太多
[25:14] 有利多的公司太多了
[25:15] 所以有利空的公司
[25:17] 說實話還是小心一點
[25:18] 像剛剛我也跟韋泰討論說
[25:20] 像榮科最近就發生
[25:22] 董事長賣股票超過持股的二分之一
[25:25] 就被解認了
[25:27] 對
[25:27] 那這個事情
[25:28] 當然據瞭解
[25:30] 他們內部有過一番
[25:31] 當然一定會有討論的啦
[25:33] 但是多多少少也反映了
[25:35] 某些大股東
[25:36] 一定是覺得股價到這邊
[25:37] 有點高了嘛
[25:38] 不然何必要賣到被解認呢
[25:40] 董事長這也不是開玩笑的
[25:42] 董事長
[25:42] 所以並不代表
[25:44] 榮科未來前景不好
[25:45] 只是在短線上面
[25:47] 我們也講他還沒有轉虧為盈
[25:48] 那他的高階同胞
[25:49] 其實還在努力的認證中
[25:52] 市場傳說已經認證透過
[25:53] 但其實公司派
[25:54] 並沒有承認這件事情
[25:55] 所以導致又發生這個問題的時候
[25:57] 大家就會難免
[25:58] 可能會謹慎一些些
[26:00] 那你會發現他股價其實很強
[26:02] 發生這種事情
[26:03] 股價其實不是用什麼
[26:04] 跌停開出什麼都沒有
[26:06] 就是小跌而已
[26:07] 所以很強
[26:08] 反而可以觀察一下大哥金居
[26:10] 因為金居的問題是
[26:12] 因為他被關
[26:12] 對不對
[26:13] 可是他在認證上
[26:15] 市佔率上面
[26:16] 發展性上面
[26:17] 他倒是比較沒有
[26:18] 這部分的疑慮那麼多
[26:20] 所以他的問題就是被關
[26:22] 我覺得這個可能在市場上
[26:24] 最近大家要留意一下
[26:25] 還蠻多大股東在賣股
[26:27] 不代表會把股票就賣下來
[26:31] 因為我們也發現很多的公司
[26:32] 漲到半山腰公司就會賣了
[26:34] 因為後面的爬完整座山
[26:36] 是主力幫忙爬的
[26:37] 不是公司幫忙爬的
[26:38] 對
[26:39] 可是就是要小心一下下
[26:41] 因為這就代表
[26:42] 至少你瞭解公司的人
[26:43] 自己覺得有一點點
[26:45] 嗯
[26:46] 漲多了嘛
[26:47] 就至少是這樣子來想
[26:48] 那還有最近呢
[26:49] 有開尾也要留意嘛
[26:51] 剛剛有提到
[26:51] 音樂打金就來了一根掌聽板
[26:53] 那像PCB的部分
[26:55] 上游
[26:56] 因為他們的獲利說實話不好
[26:58] 那如果你去看那些已經回檔的
[27:00] 像我有點名金像店跟劍頂
[27:02] 那今天劍頂是漲停板的
[27:04] 金像店也有漲5%
[27:06] 這種的
[27:06] 當然他們之前說實話
[27:08] 都已經不是我認識的樣子了
[27:10] 我認識的金像店是200塊
[27:11] 劍頂是180
[27:12] 現在劍頂346
[27:15] 金像店600多
[27:16] 都不是我認識的樣子
[27:18] 可是他們就是獲利很紮實
[27:20] 所以他們回檔比較多的時候
[27:23] 我也會去留意他們的紙疊的狀況
[27:25] 那像光寶科真的就是要很有耐性
[27:27] 因為它也是相對於臺達電來說
[27:30] 它的本益比什麼都是比較低
[27:31] 可是就是很委屈巴拉的歸在那邊
[27:35] 那今天也算是表態
[27:37] 這些就是你要不要用耐心去換
[27:39] 那另外一個
[27:40] 我覺得今天比較揚眉吐氣的族群是散熱
[27:42] 這邊我也想請教韋泰
[27:44] 其實散熱在這個華文勳
[27:46] 這個CS站裡面講到機櫃外
[27:49] 以後可能一冷不再那麼需要
[27:51] 因為45度的水就可以降溫
[27:53] 什麼之類的說法之後
[27:55] 整個散熱族群
[27:56] 又陷入了一個極大的陰霾
[27:58] 那今天啟宏建策等等的
[28:00] 他們都還有富士達
[28:02] 長亭
[28:03] 那這些公司的回溫
[28:06] 因為其實我們後來
[28:07] 有好多的答案都來分享
[28:08] 沒有啦
[28:08] 散熱還是需要
[28:09] 一冷還是未來
[28:10] 那你覺得
[28:11] 今天的這一根
[28:12] 它有沒有代表性的意義
[28:14] 還是大家再觀察一下
[28:15] 我覺得大家有嚇到
[28:17] 有嚇到嗎
[28:18] 我覺得大家有嚇到
[28:19] 你說今天衝上來有嚇到嗎
[28:21] 不是我覺得大家
[28:21] 有被黃仁勳的話嚇到
[28:23] 對
[28:23] 因為現在大家
[28:24] 因為那一波的一個訊息出來
[28:28] 其實很多的一個投資人是閃避不及
[28:31] 所以其實他們是有一點點被套住的
[28:35] 所以在這兩天往上
[28:37] 在做拉高的過程當中
[28:38] 第一個我看到是
[28:40] 市場最佳的意願比較沒那麼強勁
[28:42] 以這個3324雙紅來說
[28:45] 它昨天成交量2100張
[28:47] 今天是2400張
[28:50] 我不是說高價股量
[28:52] 本來應該比較小
[28:53] 我是說它在整個增加的幅度上
[28:56] 它沒有像剛剛我們所謂的BBU
[28:59] 就是大家毫無懸念的就重新進去
[29:04] 因為真的位階低了
[29:06] 對
[29:06] 另外一個3017的啟雄
[29:09] 這是比較大家認識的
[29:14] 啟雄這邊也是
[29:15] 也是拉了10點之前
[29:18] 10點之後基本上大家就看了
[29:21] 就是看了
[29:22] 他沒有再進一步的去做一個追高的動作
[29:25] 所以這部分我個人認為就是
[29:27] 在整個藝人這塊
[29:29] 大家還是有一點點的比較有疑慮
[29:32] 但是其他的散熱就OK
[29:33] 例如說像是建設
[29:35] OK
[29:36] 在做這個內部的這種所謂的一個散熱
[29:40] 均熱板的部分
[29:41] 那這部分呢
[29:42] 他們其實就感覺上就是沒有
[29:44] 可能就是沒有什麼太大太大的雜音
[29:47] 那麼在整個股價上呢
[29:49] 其實也就是剛好拉回
[29:50] 好巧
[29:51] 他們都拉回大概是回撤到了就是半年線左右的一個位置
[29:57] 然後就止跌
[29:58] 雖然說回撤半年線
[29:59] 但是其實拉回的價差並不大
[30:02] 拉回的幅度並不大
[30:04] 所以有點就是我們說就是用時間去換取空間
[30:08] 用這個時間去消化一些短線上面
[30:11] 持股比較沒有信心的一些籌碼
[30:14] 所以還是我剛剛說的
[30:16] 就是整個AI的整個的一個大的一個趨勢沒有改變
[30:19] 那只不過說在今年可能
[30:22] 之前去年漲得比較多的
[30:24] 那麼這邊要再重現
[30:27] 那種所謂的一個大漲
[30:28] 200% 300%的這個機率
[30:31] 相信比較少
[30:32] 但他們會漲
[30:34] 是沒有錯的
[30:35] 那如果說你想要
[30:36] 想要去這個查詢看
[30:38] 有沒有就是
[30:38] 50% 100% 150%
[30:42] 那種可能要從
[30:42] 在去年可能比較沒有動到的
[30:45] 這些個股來去做著手
[30:46] 好
[30:48] 那我這邊的話
[30:49] 因為今天可以聊的產業很多
[30:51] 包括連這個工具機
[30:52] 我們也講過好幾天了
[30:54] 就是自從川普跟歐盟那邊要克關稅
[30:57] 以及必須老實講
[30:59] 他們在今年看起來
[31:00] 也是有回溫的一些現象
[31:02] 那去年又受到關稅的打擊
[31:04] 又受到產業景氣很爛的狀況
[31:06] 他們都在比較低位階
[31:07] 所以像機器人工具機
[31:08] 機器人視覺等等的
[31:10] 他也許不是盤面上最強的族群
[31:13] 可是他們都有在輪動
[31:14] 所以才會講說
[31:15] 現在盤面上好像你買什麼東西
[31:17] 他都會有所反應
[31:18] 那這邊的話
[31:19] 最後還是想來請教一下
[31:22] 為他一個可能不見得你會
[31:24] 應該也會
[31:26] 應該大家都會
[31:27] 就是記憶體
[31:28] 現在你怎麼看記憶體這個族群
[31:30] 其實今天群聯是漲停開啟
[31:32] 但還是很強
[31:33] 不得不說
[31:34] 如果你是抵擋佈局的人
[31:35] 中間沒有被甩出去的人
[31:37] 那在記憶體的部分
[31:39] 這個洗刷受得了的人
[31:41] 應該都還是很有興趣
[31:43] 我也必須講
[31:43] 我就是一個股市比較膽小的
[31:46] 所以記憶體我比較看戲的成分
[31:48] 唯一唯一當初我比較喜歡記憶體的是
[31:50] 在封冊的部分
[31:52] 就歷程
[31:53] 可是歷程長到這邊
[31:54] 說實話我也被甩開了
[31:55] 對
[31:56] 所以這邊的話想要請教韋泰
[31:57] 怎麼來看記憶體這個族群
[31:59] 有非常多的散戶
[32:00] 還是挺熱衷的
[32:01] 因為昨天跌停啊
[32:02] 我自己的好朋友群組就有人去撿了
[32:05] 華邦店跟那亞科
[32:06] 就是把它當成貨櫃航運當時在操作
[32:09] 有跌停機會出現就是好事
[32:11] 是
[32:13] 整個記憶體族群
[32:15] 第一個我個人認為
[32:17] 就股價來講
[32:19] 他這邊還沒有看到
[32:20] 很明顯的出貨情況
[32:21] 因為都被關啊
[32:23] 怎麼出貨
[32:24] 對就沒有辦法出貨
[32:25] 所以這個大家就
[32:26] 不用特別的一個緊張
[32:28] 你什麼時候看到他
[32:29] 突然出現這種所謂的
[32:31] 怠量長黑
[32:32] 那這時候才需要去
[32:34] 特別的去做留意
[32:35] 那整個產業的部分
[32:37] 當然其實
[32:38] 目前看起來
[32:40] 在整個DDR4跟DDR5的部分
[32:42] 那這邊呢
[32:43] 其實一直都還是呈現了
[32:46] 一個短缺的情況
[32:47] 是
[32:47] 那所以
[32:48] 但是我們在上節目當中
[32:49] 我們有提到
[32:50] 就是要看一下
[32:51] 中國大陸那邊的一個狀況
[32:53] 好
[32:53] 長江儲存
[32:54] 長興儲存等等
[32:56] 這些的一些
[32:57] 都在擴產
[32:57] 對
[32:57] 他們有在去做這個擴產
[32:59] 那我們上次提到說
[33:01] 他們的這個產能呢
[33:04] 其實
[33:04] 國際大廠沒有
[33:06] 沒有這麼愛用
[33:07] 沒有這麼愛用
[33:08] 或者我說要用的話
[33:10] 也頂多就是
[33:11] 北美以外的市場
[33:13] 他們有可能會出但其他北美的市場基本上他們不會去用那但是北美市場就是很大的市場所以我個人覺得這個採用的這種份額並不是特別的大
[33:25] 所以對我們臺廠來講
[33:26] 我個人認為影響性並不是太大
[33:28] 那現在就變成說
[33:30] 大家可能關心就是報價的部分
[33:33] 能不能夠持續的一個走高
[33:35] 然後再來就是說產能的部分
[33:38] 因為現在像南亞克他也說嘛
[33:40] 他們也可能會要去做一些
[33:43] 去做一些所謂的
[33:44] 多的一個產能出來
[33:46] 好
[33:46] 他前一陣也否認
[33:48] 那個外資說
[33:49] 他們500億的資本支出
[33:50] 說還在董事會啦
[33:51] 立基店也說
[33:52] 這個美光廠還沒攤定啦
[33:53] 很有趣
[33:54] 結果後來全部都
[33:55] 很有趣
[33:57] 第一次看到人家講你好
[33:58] 然後你出來說
[33:59] 沒有沒有沒有
[33:59] 也不是第一次看到啦
[34:01] 但集體這樣子
[34:02] 雖然很有趣
[34:03] 因為他們對產能擴充
[34:05] 其實我想業績幾家大廠
[34:06] 是有一點點敏感的
[34:08] 對
[34:09] 我有跟大家分享
[34:10] 就是之前面板廠
[34:11] 在已經產蛋之後
[34:12] 因為不斷的做這個世代競爭
[34:14] 然後競爭到後來
[34:16] 大家其實會有一點希望說
[34:17] 你不要再擴產了
[34:18] 就像他們講說
[34:19] 可能最近京東方可能要減產
[34:22] 這也是面板報價
[34:23] 可以持穩的原因之類的
[34:24] 大家都沒有希望
[34:25] 功過於求的東西再增產了
[34:27] 那當然現在看起來很緊缺
[34:29] 如果你一下子又撒500億
[34:31] 下去資本支出
[34:32] 可能別的廠商就會想
[34:33] 那可倒在幹嘛
[34:34] 因為我們的電認廠
[34:36] 可是經歷過倒閉
[34:38] 倒閉才活起來的
[34:40] 2006
[34:41] 不要忘記利基店的前身是利金
[34:44] 對
[34:44] 那個時候
[34:45] 有多少人倒在利金上面
[34:48] 對不對
[34:49] 還有下市回不來的
[34:50] 那一年
[34:50] 那一年那個南亞科
[34:52] 一年營業額做300多億
[34:54] 那一年就賠300多億
[34:56] 對很可怕
[34:56] 賣一顆賠一顆
[34:57] 對
[34:58] 那時候大家想說
[35:00] 你賣一顆賠一顆幹嘛賣
[35:02] 不行啊
[35:03] 那個我資本投出去之後
[35:06] 我還有折舊啊
[35:07] 對
[35:07] 我必須要把錢賺進來
[35:09] 去補那個折舊啊
[35:10] 不然更難看
[35:11] 連銀收都沒有更難看
[35:13] 所以其實那時候真的是血淚
[35:16] 那時候剛好南韓的三星又故意的
[35:21] 就是在擴大資本支出
[35:23] 要搞死大家
[35:24] 結果真的就搞死了一些財產
[35:26] 茂德 利金那時候就被出局了
[35:31] 然後茂系是轉做其他東西
[35:34] 他是有留下來
[35:36] 是他轉做其他東西
[35:37] 然後呢
[35:38] 這個華雅科
[35:40] 華雅科
[35:41] 也是後來就是賣給美光
[35:43] 反正那時候大家就嚇到
[35:45] 這次大家只要聽到
[35:47] 有人要擴散
[35:48] 資本支出
[35:48] 超級敏感
[35:50] 但是目前看起來還好
[35:52] 都沒有
[35:53] 所以我覺得大家
[35:54] 就不用那麼緊張
[35:55] 所以那顆柴可能因此
[35:57] 疾呼呼的說
[35:57] 事情還沒有決定
[35:59] 這個同業之間很敏感
[36:01] 因為講到這些歷史
[36:02] 真的都很有趣
[36:03] 大家知道在記憶體的市場
[36:05] 可能大家比較少
[36:06] 講到的是日本廠商
[36:07] 他們當年是被
[36:09] 美國和韓國聯手弄掉的
[36:12] 很有趣
[36:13] 就日本曾經在半導體裡面
[36:15] 是很領先的
[36:16] 對
[36:16] 那你會發現
[36:17] 好像記憶體
[36:18] 比較少人講到日本
[36:19] 晶圓代工的先進製程
[36:21] 好像也沒有日本
[36:22] 但日本在半導體的裝置
[36:24] 和這個特化材料上面
[36:25] 非常的厲害
[36:26] 還有細晶圓
[36:28] 到底為什麼這樣分
[36:29] 其實當年日本的
[36:30] 記憶體是很厲害的
[36:32] 可是因為美日之間
[36:33] 跟現在一樣
[36:34] 現在美國是在對付中國居多
[36:36] 那時候美國很喜歡對付日本
[36:38] 因為日本的東西
[36:39] 不管科技或傳產汽車都很厲害
[36:42] 那美國就覺得受到了威脅
[36:44] 而且覺得日幣那麼便宜
[36:46] 一定要弄一下日本
[36:47] 因為日本人不是跑去美國
[36:48] 買了很多房子嗎
[36:50] 所以美國的意識很強
[36:51] 因此他們就開始用反壟斷的方式
[36:53] 在弄日本的記憶體
[36:55] 然後這時候韓國就來見縫插針
[36:57] 就說那不然我們來發展
[36:59] 我們兩國一起發展的話
[37:00] 那日本就沒有角色了
[37:02] 那這時候美國就有點輕忽
[37:04] 覺得說對啦
[37:04] 那找一個
[37:05] 就敵人的敵人
[37:07] 一起來對付這個敵人
[37:09] 因為這敵人看起來很強嘛
[37:10] 後來就把日本的
[37:11] 記憶體真的就打垮了
[37:12] 可是韓國的記憶體就起來了
[37:14] 這個故事實在是
[37:16] 很古早以前
[37:17] 其實還蠻有趣的
[37:18] 我聽到的時候就覺得
[37:19] 哦
[37:19] 這個日本曾經在這件事情上
[37:21] 是這樣
[37:21] 為什麼會研究這個故事
[37:22] 是因為前一陣子
[37:23] 不是日本一直說
[37:24] 他們有二奈米嗎
[37:25] 然後就找出說
[37:26] 其實日本在半導體
[37:28] 這一塊
[37:28] 記憶體和先進製程
[37:29] 為什麼那麼的難受
[37:30] 就是因為有這些
[37:32] 前因在前面
[37:33] 所以美國很喜歡弄人
[37:34] 結論是如此
[37:35] 被美國看上真的好煩
[37:39] 不是隻有川普愛弄
[37:41] 只是川普弄的手法
[37:42] 讓你更震驚而已
[37:44] 他比較粗糙
[37:45] 對他比較粗糙
[37:46] 好那我們回到這個盤面
[37:48] 現在又漲到歷史新高了
[37:50] 其實我們還是會提醒大家風險
[37:52] 對我們還是會提醒大家風險
[37:55] 我們不預設高點
[37:56] 所以趙曉常講說
[37:58] 在個股上
[37:59] 像今天是一個百花齊放
[38:00] 很恭喜
[38:01] 可能有人蹲點蹲很久
[38:02] 今天的感受是好的
[38:04] 但可能也有人很失落
[38:05] 前兩天才去搶一些強勢股
[38:07] 可能今天回跌
[38:08] 像臺波之類的
[38:09] 我不確定大家手上
[38:10] 有什麼樣的股票
[38:11] 可是如果你是用一個
[38:12] 比較紀律式的
[38:14] 用ETF在做買進的話
[38:15] 就會比較穩當
[38:17] 例如說最近的盤
[38:18] 真的叫做
[38:19] 如果有一天跌個幾百點
[38:21] 我常常講
[38:22] 前一陣子不是主動式ETF
[38:23] 很吃扁嗎
[38:24] 我說你要給他一點時間
[38:26] 讓他看看能不能
[38:27] 在這段時間換股成功
[38:28] 那今天大家很關注的98EA
[38:30] 就漲了三個百分點以上
[38:32] 一個ETF可以調整持股
[38:34] 在今天這樣的情況下
[38:36] 漲三百分點
[38:37] 代表他的功力應該是還在
[38:38] 那被動的ETF也沒有那麼差
[38:40] 為什麼
[38:41] 因為有時候他一檔股票
[38:42] 例如說好多被動式的ETF
[38:43] 買到連電
[38:44] 他就從三幾塊爆到七十塊
[38:47] 快要翻倍
[38:48] 因為他不用換股
[38:50] 他現在還不太換股的時候
[38:51] 他就爆好爆滿
[38:53] 爆世界先進
[38:54] 對不對
[38:55] 那也有一些ETF
[38:57] 可能真的有換進所謂的記憶體
[38:59] 他的科技型的ETF
[39:00] 那他也不能隨意換股
[39:02] 記憶體在那邊洗
[39:03] 他就爆了一個大波段
[39:04] 所以你會看到
[39:05] 有很多被動式的
[39:07] 因為他反而換股
[39:08] 不靈活又有他的好處
[39:09] 這邊就常常講說
[39:11] 有時候真的沒有辦法
[39:12] 把一件事情
[39:13] 就是一刀切
[39:14] 說被動不能換股
[39:15] 就是缺點
[39:16] 不一定
[39:17] 就是因為不能換
[39:18] 你不常看到有人說
[39:20] 有一個老先生
[39:21] 後來發現他大概
[39:22] 20歲的時候
[39:23] 買了什麼臺積電
[39:24] 什麼的
[39:24] 現在回頭看
[39:25] 一張變成幾千萬
[39:27] 什麼的
[39:28] 對
[39:28] 就是這種故事
[39:30] 不是會流傳
[39:30] 就中間他都沒有去看
[39:32] 那個戶頭的關係
[39:33] 講遠了
[39:34] 但是我的意思是
[39:35] 當你這個配置
[39:36] 做起來的時候
[39:37] 其實
[39:38] 至少股票在上漲的時候
[39:40] 你不會有那麼
[39:40] FOMO的感覺
[39:42] 不管你是用敦的
[39:43] 你是用等的
[39:44] 你喜歡的是A
[39:45] 喜歡的是B
[39:45] 終究會輪到
[39:46] 當然現在牌面上
[39:47] 還是有比較弱勢的族群
[39:49] 例如說
[39:49] 以整個傳產來說
[39:51] 原物料還是相對
[39:52] 它還是比較弱
[39:53] 可是維太有幫我們關注
[39:54] 例如臺泥
[39:55] 最近是不是有在漲呢
[39:57] 那鋼鐵也有一些公司蠢蠢欲動
[39:59] 我覺得這些都是
[40:00] 我們可以繼續來關注的
[40:02] 只是他們的漲幅要大飆特飆
[40:04] 一定要中國的內需
[40:06] 有明顯的好轉
[40:08] 如果今年真的有
[40:09] 那他又會是盤面上的一個助力
[40:11] 但目前還是以AI為主
[40:13] 對
[40:14] 當然我講
[40:15] 最近這一個月的這個行情
[40:18] 我其實蠻開心的
[40:21] 原因是因為
[40:21] 在一個月之前
[40:23] 我一直在猶豫
[40:24] 我是在懷疑
[40:25] 懷疑什麼
[40:26] 懷疑說
[40:26] 我們之前所認知的
[40:28] 這種所謂的一個股市的輪動
[40:30] 會不會在今年就是例外
[40:33] 為什麼
[40:34] 因為就是一直漲AI
[40:36] 會不會漲完AI之後
[40:38] 整行就結束
[40:39] 我們兩個一直在等
[40:40] 像消費性電子
[40:41] 可是消費性電子
[40:42] 最近又被記憶體給打敗了
[40:44] 對
[40:45] 但是最近看到
[40:48] 包括像是什麼
[40:49] 微星
[40:51] 或者是其他的一些
[40:53] 消費性電子的一些公司
[40:56] 它其實有點跌不太下去
[40:57] 像今天華碩就漲
[40:59] 對其實我個人覺得
[41:01] 這個企業它總是會找到
[41:04] 它自己的應對方法
[41:05] 所以我覺得大家
[41:06] 只要知道這個企業
[41:08] 第一個它是有底子的
[41:10] 然後有底子之後
[41:12] 它在整個的目前的股價
[41:15] 其實它算是相對的比較便宜的
[41:17] 不妨就多看它兩眼
[41:20] 雖然說現在不是它的局
[41:23] 但是不代表說
[41:25] 他今年沒有他的局
[41:27] 所以我覺得這個
[41:28] 就是我常常講說
[41:29] 我的嫁妝股的一個思維
[41:31] 像譚尼就是
[41:32] 他就是
[41:34] 我個人覺得他就是
[41:35] 再壞大概就這樣
[41:37] 那你要不要給他一個機會
[41:39] 或者是給他關愛的眼神
[41:41] 你不一定要去買
[41:42] 可是等到他真的出現
[41:44] 比較明顯好轉的一個跡象的時候
[41:46] 因為你都已經做了功課
[41:48] 在前面了
[41:49] 這時候你去進場買進
[41:51] 其實應該
[41:52] 我個人認為
[41:53] 會是相對比較好的一種
[41:55] 操作模式
[41:56] 好的
[41:56] 因為今天的東西真的多
[41:58] 我覺得我都講到大舌頭了
[42:01] 我小時候是真的有大舌頭
[42:04] 我有跟聽眾朋友分享過
[42:05] 我小時候因為就是
[42:07] 家庭教育非常的高壓
[42:09] 所以後來我有嚴重的大舌頭
[42:11] 可是我不知道
[42:11] 我有跟大家分享過這個故事吧
[42:13] 再簡單的講
[42:14] 因為剛剛我有好幾個moment
[42:16] 我覺得我有在大舌頭
[42:17] 然後我小時候講話又快
[42:19] 又快又大舌頭
[42:21] 後來是因為我們有一個
[42:22] 老師對我真的很好
[42:23] 國小三年級的時候
[42:24] 他就派我去參加演講比賽
[42:27] 那第一次沒有得名
[42:28] 自己不知道為什麼
[42:30] 他也沒有告訴我為什麼
[42:31] 然後四年級
[42:33] 三四年級的同一個老師
[42:34] 然後四年級的時候
[42:35] 再去參加演講比賽
[42:36] 他還是派我
[42:37] 我覺得他真的很勇敢
[42:39] 因為班上一定有人
[42:40] 口齒很伶俐清晰的
[42:41] 然後那一次我就很認真的背稿
[42:43] 然後調整我的聲調
[42:45] 那一次我就得了
[42:46] 四年級的第二名
[42:47] 然後後來那一次回來
[42:49] 很開心
[42:50] 老師還告訴我說
[42:51] 我知不知道為什麼
[42:53] 他要挑我去演講比賽
[42:55] 我說我不知道
[42:56] 他說因為你講話
[42:57] 其實有點大舌頭
[42:58] 是
[42:59] 對
[42:59] 然後我才發現我有大舌頭
[43:02] 但是後來長大之後
[43:03] 我自己錄音
[43:03] 我知道我有大舌頭
[43:05] 我是聽不太出來
[43:06] 沒有剛剛
[43:07] 因為我們今天東西
[43:08] 很多腦子一直轉
[43:10] 然後我就會
[43:10] 就過去了
[43:11] 這個故事我每次講
[43:14] 我其實都會有點想哭
[43:16] 都覺得那真的是恩師
[43:18] 人的一生
[43:20] 一定會遇到好老師
[43:21] 和對你比較沒有緣分的老師
[43:24] 但是遇到一兩個恩師
[43:25] 真的是一輩子的受用
[43:28] 我非常贊成
[43:29] 我非常贊成
[43:30] 其實我覺得
[43:30] 像我自己也在教
[43:33] 教大家做投資
[43:34] 我說真的
[43:36] 我其實這個同學的名字叫什麼
[43:38] 我其實不太知道
[43:39] 可是他只要問過
[43:40] 我們一檔股票
[43:41] 我幫他做過分享之後
[43:43] 我就會知道
[43:44] 我一又看到這檔股票
[43:45] 就想到他
[43:46] 連電哥啦
[43:48] 臺尼姐
[43:50] 對對對
[43:51] 好沒事
[43:53] 突然有感而發
[43:55] 那也謝謝這個
[43:56] 古破仔的聽眾
[43:57] 也一路陪我們到
[43:58] 1023集了
[43:59] 我們也一路看到
[44:00] 臺股一路的創新高
[44:02] 真的是很多的驚奇
[44:03] 這也是我和韋泰
[44:04] 應該是非常熱愛
[44:06] 在財經領域的一個原因
[44:08] 好那也希望大家繼續
[44:10] 我們在這個多頭的市場上
[44:12] 保平安的
[44:14] 賺自己應該賺到的錢
[44:16] 那就大家拜拜咯
[44:17] 謝謝大家
[44:18] 拜拜
[44:21] by bwd6
