[00:00] 欢迎收听赵华谀古惑仔第1049集
[24:39] 会在适当的时候到来
[24:41] 可是不是今年
[24:42] 也许不是明年
[24:43] 是一个更适当的时候
[24:45] 这件事情听起来压力有点大
[24:47] 因为博通我们确实是绑CPU一起看
[24:49] 台湾也有所谓的博通CPU供应链
[24:52] 所以今天有一点点
[24:53] 一开始因为博通好
[24:55] 博通涨
[24:56] 所以大家就涨
[24:57] 可是好像涨一涨
[24:58] 心虚掉了
[24:59] 就掉下来
[25:00] 另外一个今天从天上掉下来
[25:02] 是低轨卫星
[25:03] 生达科今天直接倒到跌停板
[25:05] 那前两天在底的时候
[25:07] 因为低谷游戏相对强势
[25:08] 大家就说你看地球那么乱
[25:09] 大家赶快去外太空
[25:11] 那现在大家通通从外太空
[25:12] 跌回到地球表面
[25:14] 所以即使是整体的环境今天大涨可是有人没涨啊有人躺地上啊所以我这几个热门的产业明汉的想法是什么有谁是在大跌的时候
[25:25] 你觉得还敢还能够勇敢的
[25:27] 因为我必须讲
[25:28] 这些产业现在看起来
[25:29] 本一笔都不便宜了
[25:31] 对好我们这样讲
[25:33] 如果回过头来
[25:34] 我们就讲这三个产业
[25:35] 如果真的回跌
[25:36] 我会买哪一个
[25:38] 我如果是我会选低轨卫星
[25:40] 如果一定要
[25:41] 降落在地面的低轨卫星
[25:43] 为什么
[25:44] 重新送你回太空
[25:45] 我们这样讲
[25:47] 低轨卫星是一个
[25:48] 它是一个现在进行式的产业
[25:51] 其实它从前年到去年到今年
[25:54] 其实要记得一件事情
[25:56] 我会觉得现在市场上
[25:58] 尤其是这一段去年底开始
[26:00] 这个低轨卫星很强劲
[26:02] 大家就开始吹很厉害的梦
[26:04] 就讲到说
[26:05] SpecX未来要发多少颗
[26:08] 它要IPO
[26:09] 可是有个问题
[26:10] IPO是题材
[26:11] IPO跟他们这些业者
[26:14] 业绩面怎样
[26:15] 其实并没有太直接相关
[26:16] 那你说发射
[26:18] 未来会发射多少
[26:19] 其实它就是一条
[26:21] 所谓的曲线
[26:23] 就是不断地慢慢增加
[26:25] 这个架构是不变的
[26:27] 但短线确实股价就太激情
[26:29] 这也是不真的事实
[26:30] 所以最后这些个股又回落到
[26:34] 原本的那条上升轨道
[26:36] 所以如果说这个回档之后
[26:38] 我觉得它是可以买的
[26:40] 但是呢漲太多修正我覺得是合理
[26:43] 那這個大致上是這樣子架構
[26:46] 那第二再講到CPU
[26:48] 其實這個講出來很意外嘛
[26:51] 我老實講法人本來就不覺得很意外
[26:54] 就是這個東西本來就是
[26:56] CPU本來就是一個未來式
[26:58] 到目前為止本來就是未來式
[27:00] 其實這些公司有沒有人吃到CPU
[27:02] 就是目前的架構
[27:04] 就算有的比例也都還是非常非常的低
[27:06] 那因為最主要記得一件事情
[27:08] 其實它是在高速傳輸之下需要的一個東西
[27:13] 那其實這個所謂的博通的部分的說法
[27:17] 這也不意外
[27:18] 其實大家有點搞不清楚
[27:21] 因為前一段時間NVIDIA才說得很樂觀
[27:23] 對不對
[27:24] 為什麼到博通這邊突然又縮手
[27:26] 其實也不意外
[27:27] 因為他們兩個傳輸速度是不一樣的
[27:29] 因為揮打的速度要求更高
[27:32] 所以他們一定會從揮打先有
[27:35] 其他才會有
[27:36] 所以你要記得你追的是
[27:38] 你要追的
[27:39] 如果你要追CPU
[27:40] 你要指標就是揮打
[27:43] 其他的人速度沒他快
[27:45] 我們光講GPU跟現在講的客製化晶片
[27:48] 其實他時間落差就有接近兩年的時間
[27:51] 所以代表著揮打未來用了這些CPU之後
[27:56] 也許再等待一兩年後
[27:59] 這些客製化晶片才有那個需求性
[28:01] 我覺得也不會太意外
[28:03] 所以這些客製化晶片說
[28:05] 客製外晶片說他們暫時用不到
[28:07] 導致下跌我覺得也不用太緊張
[28:09] 但是代表這個拉回之後可以馬上就可以買嗎
[28:13] 我個人也不是那麼認同的原因是因為
[28:16] 其實確實你可以看到在這個
[28:19] 25 26其實CPU都有
[28:22] 但量真的非常非常的低
[28:24] 我們就統計數字喔
[28:26] 其實先給一個概念就是說
[28:28] 從25 26對比前一年大致上
[28:31] 都是CPU在他们整个产业
[28:34] 大致上是两倍的成长
[28:35] 那两倍听起来很夸张
[28:38] 但是记得一件事情
[28:39] 因为他们机器很低
[28:41] 所以其实即使两倍
[28:42] 现在贡献到这些公司
[28:44] 其实量还不大
[28:45] 可是27年
[28:46] 28年
[28:47] 每年大概都有
[28:48] 四五倍以上的增长
[28:49] 真正的动能在明年
[28:51] 而且我要讲一句实在话
[28:54] 这个是目前的规划
[28:56] 实际上到了时候
[28:57] 是不是会不会
[28:58] 又有delay的问题
[28:59] 那又是另外一回事
[29:01] 但是今年不会有太大的爆发性
[29:04] 这也都是已知的事实
[29:06] 这个我觉得或者是举一个例
[29:09] 谁的例子有点像
[29:11] 我觉得类似联发科
[29:12] 联发科吃TPU
[29:14] 这个故事也是一样
[29:16] 它真正年底会开始量产
[29:19] 都是在计划内
[29:21] 27年会爆发
[29:23] 所以它的股价就会导致续航力比较不稳定
[29:28] 因为一涨多了就会有些人想说
[29:30] 那个是明年市我不想等我就先下车
[29:33] 导致股价会稍有压力
[29:35] 那CPO就类似这样的架构
[29:38] 但是我刚刚提到
[29:39] 27年还是理想状态
[29:42] 后续会不会delay我不知道
[29:44] 但是我觉得有一个很大的好处
[29:47] 我觉得CPO有一个很大好处
[29:49] 就是跟其他产业不一样
[29:51] 其他产业他可能告诉你
[29:52] 明年后年会有多厉害
[29:54] 但是最后会不会不了了之
[29:56] 最后都没
[29:57] 就是根本没出现
[29:58] 我觉得是有可能性
[29:59] 但CPU我不覺得最後不會成真
[30:03] 這是理論上是不可能
[30:04] 它是技術什麼時候能夠突破
[30:06] 跟速度時間到
[30:08] 它必須給它壓力
[30:09] 一定要所謂的同轉光
[30:11] 這是一定會的
[30:13] 那包含你要記得
[30:14] 這個主導權是從台積電日月光
[30:17] 他們一起主導的這個架構
[30:19] 所以代表這個未來是一定會成真
[30:21] 時間點的問題
[30:23] 所以代表這短時間來講
[30:24] 也許會稍微休息
[30:26] 但是可能對比而言
[30:28] 我就覺得我剛剛提到
[30:29] 如果對比低軌衛星
[30:31] CPO如果壓回
[30:33] 它的整理時間一定會比較久
[30:35] 因為它確實目前的動能還是相對較弱
[30:39] 低軌衛星的最大的問題只是漲多
[30:42] 大家吹的有點吹捧有點過頭
[30:45] 壓回來低軌衛星確實還在發射
[30:48] 所以他們的業績面確實增長
[30:50] 所以等到回到那條軌道上就會往上
[30:53] 最後講到記憶體
[30:55] 記憶體真的是有點尷尬
[30:57] 老实说它不太
[31:00] 真的到现在的架构
[31:02] 我应该说很早之前我就讲了
[31:04] 真的不要研究基本面
[31:05] 因为基本面会让你
[31:08] 可能会有错误决策
[31:09] 因为我们以前看的都是两点
[31:12] 一个是报价
[31:13] 一个是全球这个记忆体的股价
[31:16] 那现在更新一下状况
[31:19] 就是大家可以网站打开
[31:21] 就看得到记忆体的报价
[31:23] 最近记忆体的报价已经
[31:24] 没有涨那么多了
[31:27] 已经开始平了
[31:28] 有看到有些涨
[31:29] 有些小涨
[31:31] 有些小跌
[31:31] 甚至有些不涨了
[31:32] 对
[31:33] 那所以看起来已经是平了
[31:35] 所以这个动能
[31:36] 一定会导致股价
[31:37] 有很大的压力
[31:38] 这是一点
[31:39] 第二点呢
[31:40] 有时候
[31:40] 现在有可能会失真
[31:43] 因为原因是因为
[31:44] 你大家看的三星海力士
[31:47] 或者是美光
[31:48] 人家是有吃到高平宽基底HBM
[31:50] 但是台湾的部分并没有
[31:53] 所以我还是不断强调
[31:55] 就是说
[31:56] 无论是你在国外开户
[31:59] 或者是走国内赋委托很简单
[32:01] 如果你真的要买记忆体
[32:02] 真的去买美光三星海力士
[32:04] 我不是鼓励大家把资金移出去
[32:07] 但事实上如果你要买记忆体
[32:09] 你就应该买AI的记忆体
[32:11] 不是消费型第一体
[32:12] 因为这个只是赚短线财
[32:14] 而且很麻烦的是
[32:16] 股价高点在哪里
[32:17] 谁都说不准
[32:18] 因为会有一个问题
[32:19] 不管你怎么分析
[32:20] 它股价的高点
[32:21] 一定会提前基本面先见到
[32:23] 所以到底还会再谈多少
[32:27] 我常常讲
[32:28] 记忆体把握原则
[32:30] 就是它波动很大
[32:31] 所以其实如果喜欢冲浪的投资人
[32:34] 一定大家还是可以
[32:35] 只是把握原则就是
[32:37] 真的真的一定要适量
[32:39] 不要把自己的资金重心压在这上面
[32:42] 不然你真的心脏
[32:43] 或晚上真的会睡不着
[32:45] 我觉得这是很大
[32:46] 第一一定要适量
[32:47] 第二就是持续观察
[32:49] 我刚刚提到的记忆体报价
[32:51] 因为它从快速上升
[32:53] 到现在已经开始走平了
[32:55] 那我们之前在节目就有提到
[32:59] 记忆体总共两段
[33:00] 他曾经暴涨过一段
[33:02] 休息一段时间
[33:03] 从去年的圣诞节之后
[33:05] 又暴涨第二段
[33:06] 到现在二月又开始走平
[33:08] 那我会觉得
[33:09] 你先不要赌他
[33:10] 到底这个是休息再喷
[33:13] 还是休息要反转
[33:14] 休息就是要尊重
[33:16] 你休息就应该要降部位
[33:18] 下一段等到喷出
[33:19] 你再追也都可以
[33:21] 你不要爆满
[33:22] 认为一定会喷第三段
[33:24] 万一没有往下掉
[33:26] 那个股价压力会非常的沉重
[33:28] 所以我刚刚提到
[33:29] 第一 市量
[33:30] 第二呢
[33:32] 还是买的人
[33:32] 还是要乖乖的看报价
[33:34] 如果反转
[33:35] 我还是建议大家要获利了结退场
[33:38] 好
[33:38] 就非常的凑巧
[33:40] 就这三个产业我的想法
[33:42] 跟明翰有点不谋而合的地方
[33:45] 大家都知道我是细光子的拥护者
[33:47] 可是我必须讲
[33:48] 当博通讲出这段话的时候
[33:50] 矽光子毕竟真的是涨到光盛2000多
[33:54] 对不对
[33:54] 当时这个Alicia还说他要3000块钱
[33:57] 或者说Polovay都一度
[33:59] 人家喊Polovay也要上千了
[34:01] 联亚1400对不对
[34:02] 好1500了
[34:04] 所以像这样的一个情况
[34:06] 我觉得他如果要回档
[34:07] 我自己个人觉得
[34:09] 他至少要回到季线
[34:10] 人家说季线是生命线
[34:12] 你回那么深不就没戏
[34:13] 其实不是
[34:14] 是他需要洗掉的福额
[34:16] 跟他必须面对的是
[34:18] 明明今年就真的没有
[34:19] 对
[34:20] 就是本来我们预期说
[34:22] 今年可能会有一个比较明显的成长
[34:24] 其实他们还可能是在原本的光通讯产品上的成长
[34:27] 而不是真正进入到细光子的成长
[34:30] 所以普通的这些话
[34:31] 我觉得是有杀伤力的
[34:33] 而这个杀伤力并不是说
[34:34] 我们都不知道会这样
[34:36] 只是他现在有点把国王的心意
[34:38] 稍微的脱掉了
[34:40] 或者说指出来说
[34:41] 还是要记得
[34:43] 没有那么快
[34:44] 所以他们这些超涨的股票
[34:45] 有可能就会回荡
[34:46] 可是细光子要不要
[34:47] 要是一定要的
[34:49] 所以我觉得回的深
[34:50] 那个时候
[34:51] 大家会有比较好的minding
[34:52] 而不是回的深
[34:53] 就没有死掉了
[34:54] 这样不是这个意思
[34:55] 可是地球卫星
[34:56] 这个SpaceX今年的IPO
[34:58] 就还在未来三四个月
[35:00] 所以我觉得他们回档之后
[35:02] 比较容易有题材
[35:03] 加上发射的这个卫星数量
[35:05] 不断的增加
[35:06] 确实就有可能
[35:07] 比较快引发下一波的往上
[35:09] 那记忆体
[35:10] 我有常常跟各位听众朋友说
[35:12] 我自己是真的
[35:13] 比较做不起记忆体
[35:14] 然后再加上
[35:16] 最近报价的关系
[35:17] 连我们今天
[35:18] 有另外一位来宾
[35:19] 从很早就来讲
[35:20] 记忆体的古克代夫
[35:21] 他都有提醒说
[35:22] 他看报价
[35:23] 也是跟明翰想的一样
[35:24] 就是觉得报价顿化
[35:26] 是一个很大的
[35:28] 要注意的关卡
[35:29] 所以可能可以做隔日冲
[35:31] 今天通通团灭了
[35:33] 明天也许大盘好了
[35:35] 他就会一起来回暖
[35:36] 或者晚上看美光涨了
[35:37] 然后赶快手速进去捡
[35:39] 他可能就会上涨
[35:40] 现在有点是做这样短的高手
[35:42] 还蛮喜欢冲记忆体的
[35:44] 所以三个都是热门产业
[35:47] 但显然我们可能想法
[35:49] 真的是蛮一致的
[35:50] 那我喜欢细光纸
[35:51] 可是我觉得它真的要回的蛮深
[35:53] 我会去愿意再一次的进场布局
[35:55] 现在手上少量的
[35:56] 就是一直抱着看它飞来飞去
[35:58] 叠也无所谓嘛
[35:59] 因为成本见得比较低
[36:01] 对不对
[36:01] 好当然还有另外一个
[36:02] 就是载板PCB
[36:04] 这个PCB领域就很大
[36:06] 浓缩到载板就三五家而已了
[36:08] 好载板其实以前
[36:10] 有一次明汉上
[36:11] 我和艾伦的那个赵华艾伦
[36:12] 说有整集就帮我们讲那个载板
[36:15] 当时我就觉得
[36:15] 哇载板已经很贵了
[36:16] 可是那一次到现在
[36:18] 可能又在翻倍了
[36:19] 那这一次当然
[36:20] 载板也形成了一个短线重灾区
[36:22] 就大家也打回了
[36:23] 大概十几二十趴这样子
[36:25] 载板这一块怎么看
[36:27] 其实如果就结论
[36:30] 我觉得载板比起
[36:31] 刚刚提到三个产业
[36:32] 我觉得好很多
[36:33] 好很多
[36:34] 用好很多来形容
[36:35] 对对对
[36:36] 我们一样
[36:37] 我从生我都不会讲股价
[36:39] 我讲的是基本面
[36:40] 其实所谓的好不好
[36:42] 我觉得好不好
[36:43] 对我的定义
[36:43] 就是AI吃多少的问题
[36:45] 是
[36:46] 因为其他我们刚刚讲的产业
[36:48] 其实AI的比例都还不是很高
[36:50] 那刚刚提到记忆体
[36:53] 其实台湾没有
[36:54] 那你CPU的部分
[36:55] 现在短时间碰不到
[36:56] 那你说这个低轨卫星
[36:59] 我觉得这有点间接
[37:01] 所以我觉得真正吃得到
[37:02] 其实是在在板
[37:04] 因为现在AI的部分
[37:06] 确实需要在板的供应
[37:08] 而且这几年不断的
[37:10] 这个需求量不断的增加
[37:12] 而且它规格一往上
[37:14] 它等于是价跟量
[37:16] 同时不断的同步往上走
[37:19] 所以会比你想象的
[37:21] 这个速度要快
[37:22] 因为它不是只有量增加
[37:24] 因为它的
[37:25] 进入AI之后
[37:26] 它的成绩变高
[37:27] 它的这个价的部分
[37:29] 也都会明显的走深
[37:31] 所以一样问题
[37:33] 它最大的问题在哪里
[37:34] 就是贵
[37:34] 就是他们本益比偏高
[37:36] 因为现在市场有点激情
[37:38] 那我就我的角度
[37:41] 我觉得我会把它
[37:42] 我自己會把它定義在這個AI族群當中
[37:46] 那AI族群當中我自己的看法就是
[37:49] 這些族群就是會不斷的輪動
[37:52] 那現在的資金在他們身上
[37:54] 所以導致他們從去年底到現在都是很強勢的我覺得稍微做區分一下我覺得如果你做短線投資人剛剛講三大產業加這個載板
[38:07] 我覺得如果你想要有一個
[38:09] 如果你真的就是平常手感很好
[38:12] 都可以賺到錢
[38:13] 而且你就是隔日充
[38:14] 你也不管基本面
[38:15] 那你就要充哪一個都無所謂
[38:17] 但是如果你就是做短線
[38:19] 但是有時候還是希望有一點點
[38:22] 後面的基本面支撐
[38:24] 那宅版一定比其他
[38:26] 刚刚讲的三个要明显的要好
[38:28] 但是如果你是长线投资人
[38:30] 我会觉得就宅版而言
[38:33] 你现在能买的就是建立部位而已
[38:36] 因为这个激情过后
[38:39] 他们这个AI族群一定是轮涨的
[38:42] 那现在他们是资金在他们这
[38:44] 所以他们相对比较强
[38:45] 如果你要就长线布局
[38:47] 他是可以买的
[38:48] 或者是让我们再把四个族群包裹在一起
[38:51] 我觉得所谓的好坏
[38:53] 未来看的是在哪里
[38:55] 是看到谁解套的会比较快
[38:57] 大家最后
[38:58] 结束一定都会套
[39:00] 到底谁解套的快
[39:02] 这就很明显
[39:03] 如果今天排序我就很清楚
[39:05] 我就觉得IC再办会最先解套
[39:07] 再来是低轨卫星
[39:09] 那再来才是这个CPU
[39:12] 至于这个记忆体完全是独立一块
[39:14] 你完全不能把它
[39:15] 我完全他的轨迹我也没办法预测
[39:18] 因为他这波动性太大
[39:19] 其实我还是支持
[39:20] 其实这次记忆体在下跌
[39:23] 是美国的做空机构讲了一句话吗
[39:25] 就是SanDisk
[39:25] 你终究是景气循环股
[39:27] 其实到目前为止
[39:29] 我依旧觉得这句话是成立的
[39:31] 尤其是对台湾的记忆
[39:33] 我之前也讲这个论点
[39:36] 甚至我之前的看法
[39:39] 我自己的觉得就是说
[39:40] 这种本来就是景气循环股
[39:42] 所以我觉得就过去经验景气循环股
[39:46] 如果能够走个半年的多头
[39:48] 真的是已经很厉害
[39:50] 这个真是要天时地利人和
[39:52] 才能够走半年的大多头
[39:54] 那当时刚开始起涨
[39:57] 我就有这种概念
[39:59] 所以很多甚至有些投资人问我说
[40:01] 你觉得这个两季是不是已经快到了
[40:03] 什么什么之类的
[40:04] 我老实讲说
[40:05] 我无论如何就算它能够涨超过两季好了
[40:09] 或它股价再厉害
[40:10] 我也不会
[40:11] 我可以讲说我有看错
[40:13] 但我也不会跟你讲
[40:14] 我有看错
[40:15] 其实它不是景气循环
[40:16] 不是
[40:17] 它无论如何就是景气循环
[40:19] 我不管它现在涨八倍
[40:21] 十倍
[40:21] 八十倍
[40:22] 他就是景氣循環
[40:23] 結論就是記得一件事情
[40:25] 就是他怎麼上去的
[40:27] 當結束他就會怎麼下去
[40:29] 而且最後他一定會回到起張點
[40:33] 這就是過往不真的事實
[40:36] 只是這個點什麼時候來而已
[40:38] 他最後一定就會回到起張點
[40:40] 因為這個族群就是這樣
[40:42] 現在供不應求
[40:44] 最後他最後等到大量大家擴產了
[40:48] 然後突然量來了
[40:50] 最后就会再回到供过于求的阶段
[40:53] 这就是景气循环的宿命
[40:55] 那除非啦
[40:56] 就是说
[40:57] 这个时间点
[40:58] 哪怕供不应求
[40:59] 大家就是手绑起来
[41:01] 坚持不扩产
[41:02] 那可以让这个冲击变小
[41:04] 但是没办法
[41:05] 大家都
[41:05] 所有的厂商都想赚钱
[41:08] 所以大家都觉得他的手术最快
[41:10] 所以大家就现在也是要拼命的扩产
[41:12] 当然
[41:13] 大家在
[41:14] 为什么现在在里面的勇气这么加
[41:16] 就是因为
[41:16] 没关系
[41:17] 他扩产那也是一两年后
[41:19] 而且不見得那麼快可以出來
[41:21] 所以最起碼今年的供給面是不會有問題的
[41:25] 這個論點都是對的
[41:26] 可是我要強調就是
[41:28] 股價你回頭看
[41:31] 所有的景氣循環的股價的高點
[41:34] 永遠會領先基本面
[41:36] 大概會接近半年的時間
[41:38] 所以就以現在假設三月為例好了
[41:42] 你必須要你有信心
[41:44] 就是到今年九月以前
[41:46] 它基本面都不會見到高點
[41:48] 你可以继续做多
[41:49] 如果你觉得
[41:50] 这个整个记忆体的高点
[41:53] 是在明年呢
[41:54] 那你现在做多
[41:55] 你就是相对安全
[41:57] 如果在半年内
[41:58] 基本面就会见到高点
[42:00] 他股价现在见到高点
[42:02] 也不会太意外
[42:03] 这是
[42:03] 这就是股市神奇的地方
[42:06] 他有预知的能力
[42:07] 他可以在半年后
[42:09] 会发生什么事情
[42:10] 现在就开始反应
[42:11] 所以我不断重新
[42:14] 不要去跟他赌对错
[42:16] 你就是用
[42:17] 现在的角度不要再太琢磨基本面
[42:20] 不管谁告诉你说
[42:21] 记忆体现在需求有多吃紧
[42:25] 这个都已经是旧闻了
[42:27] 没有新闻了
[42:28] 所以大家都知道
[42:29] 股价该反映也反映了
[42:31] 要进场刚刚强调
[42:33] 适量而且尊重股价的走势
[42:36] 如果真的走弱
[42:37] 不要记得记得不要贪评
[42:40] 这个族群是不值得贪评的
[42:42] 有赚就赚
[42:43] 该跑就跑
[42:44] 我觉得是很重要的关键
[42:46] 这个从灾办也可以扩散到整个PCB
[42:49] 如果它是跟AI的涨价升级需求有关的
[42:52] 基本上我们应该都认为还没有走完
[42:55] 大家可以注意
[42:56] 虽然他们的波动
[42:57] 尤其是像上游材料的部分
[42:59] 波动非常的大
[43:00] 可是只要我们的前提是
[43:02] AI这件事情
[43:03] 它是一个支持着现在台美的骨干
[43:06] 当然美国的位阶比较低
[43:08] 我们可能还要跟美国再做一些靠拢
[43:10] 其实如果大家去找
[43:11] 以前美国和台湾的指数
[43:14] 假如分开了
[43:15] 分道扬镳了
[43:16] 它终究会联合
[43:18] 就是那个趋势
[43:19] 它分开的时候
[43:20] 你就可以看谁是落后的
[43:22] 其实如果你那时候
[43:23] 比较着重投资在落后的
[43:24] 后面的话通常都会再回来
[43:26] 所以像现在美国比较落后
[43:28] 我反而会比较倾向
[43:29] 我自己个人会买一些
[43:31] 就是投资在美国的ETF
[43:33] 对
[43:33] 或者是想要去蹲点
[43:35] 这些美国的七巨头
[43:37] 我觉得也没有什么不好
[43:38] 像有人就讲说
[43:39] 00757就投资美国金牙股的
[43:41] 在过去一年表现很不好
[43:42] 我觉得对啊
[43:44] 那就是一个
[43:44] 它位阶相对比较低的机会啊
[43:47] 如果说你今天觉得
[43:48] 美国金牙股将来还是会再起来的话
[43:51] 那为什么不能在这个时候
[43:52] 比较低的位置去买
[43:54] 像这种投资美国金牙股的
[43:56] 那像我之前的时候
[43:58] 我就去布局在纳斯达克
[43:59] 因为那早上就跌破半年线嘛之前
[44:02] 我觉得那就位阶非常的低啊
[44:04] 好 当然如果你喜欢美国的个股
[44:06] 那波动性高的可就多了
[44:07] 像刚刚讲到像矽光之类的
[44:09] 哇 那就真的是很猛哦
[44:11] 或者是你直接去投美光
[44:12] 或者是Sendis
[44:13] 可能那个也很猛
[44:14] 所以其实像现在美股的位阶比我们低的时候
[44:17] 我反而会觉得
[44:18] 多买一点美国的科技股
[44:20] 我个人啦
[44:21] 这是我个人的想法
[44:22] 反而不要这个时候强势去介入
[44:25] 已经涨非常多的韩国跟台湾
[44:28] 我觉得除非他们像昨天一样回档
[44:30] 这个1500点到月限
[44:31] 我才会去做布局
[44:33] 这大概是我个人的一些想法
[44:34] 我也是非常喜欢科技
[44:36] 所以我突然想到
[44:37] 大家能不能帮忙明翰
[44:38] 想一个他新的错误
[44:40] 对小一个他新的绰号啊
[44:44] 我等一下晚上达人秀就要介绍他了
[44:47] 我刚刚脑海中就一直在那边走马灯
[44:48] 连这些事情都可以人生走马灯
[44:52] 我想说到底是要叫他AI达人
[44:54] 还是要叫他CFA特许分析师
[44:57] 还是要叫他这个没什么问题先生
[45:01] 还是重生再度重生先生
[45:04] 哇真的很头痛
[45:05] 大家可不可以给我一点灵感
[45:07] 好那最后的最后啦
[45:09] 我们再给这个投入朋友做一个总结
[45:12] 就是现在的环境
[45:13] 可能这一次的洗刷
[45:15] 并没有办法完全的让投码沉淀
[45:17] 所以不要急
[45:18] 对不对
[45:18] 如果有再一次
[45:19] 例如说再回测月线
[45:21] 甚至比月线更下去的时候
[45:22] 就勇敢一些
[45:23] 但是勇敢有顺序
[45:25] 对不对
[45:25] 勇敢的顺序
[45:26] 刚刚明翰也跟我们讲了
[45:28] 可能像板材类的
[45:29] 真的是比较货运
[45:30] 还有像半导体设备类的
[45:32] 我觉得半导体设备类
[45:33] 他们的货真价实的EPS
[45:36] 也是会出来的
[45:37] 好
[45:37] 我觉得结论就是
[45:39] 我自己的看法
[45:40] 我觉得
[45:41] 低点的时间点距离
[45:43] 真的现在不会太久
[45:45] 但是空间我也真的不知道
[45:47] 你不要看现在反弹
[45:48] 如果再杀破一根的机会
[45:50] 也不是没有
[45:51] 可是我结论就是
[45:53] 越恐慌代表越靠近低部
[45:55] 我觉得这个思维一定要变换
[45:56] 不要每次看到杀越重就越害怕
[45:59] 我自己都是看杀得越重
[46:01] 我就越兴奋
[46:02] 我就会不断地往内冲
[46:03] 因为我每一次都是赚这种的财富
[46:07] 所以我特别喜欢这种情景
[46:09] 可能每个人的这个逻辑不一样
[46:11] 那另外呢
[46:12] 我也要再再刚刚附和一下
[46:16] 刚刚赵华提到的这个东西
[46:18] 就是确实这个时间点有位阶的不同
[46:21] 还一样的架构
[46:23] 我很认同
[46:24] 确实在这个时间点去布局
[46:26] 七巨头是一个很好的一个时间点
[46:29] 可以不会选相关的ETF很多
[46:32] 你可以从美国的ETF
[46:33] 或台湾的ETF都可以做很好的投资
[46:36] 记得一件事情啊
[46:38] 就是这七巨头真的不会挂
[46:40] 我换个角度讲
[46:41] 你说说我们换个角度讲
[46:43] 你这么有把握
[46:44] 万一他们挂了怎么办
[46:45] 我跟你讲
[46:46] 微美股崩盘怎么办
[46:47] 应该这样讲
[46:48] 如果七巨头挂
[46:49] 所有人都得挂
[46:51] 如果七巨头挂
[46:53] 代表美股会挂
[46:54] 代表台股会挂
[46:55] 就像我常常讲
[46:57] 台积电就是一个很好标题
[46:59] 人家讲说
[46:59] 你真的觉得台积电不会跌吗
[47:01] 台积电如果跌
[47:03] 我只想台积电如果跌
[47:04] 跌个三成
[47:05] 你知不知道指数会变怎样
[47:06] 或者是这样讲
[47:07] 你知不知道你手中的股票
[47:09] 不是台積电的
[47:10] 真的会跌比较少吗
[47:12] 答案不会
[47:13] 其实这个所谓跌幅搞不好更大
[47:15] 所以老实讲
[47:16] 现在七巨头确实就是一个
[47:19] 很好的这个投资方向
[47:21] 最后我还是不断强调
[47:24] 其实现在的架构
[47:25] 真的跟去年的这个对等关税很像
[47:28] 自己掐一掐
[47:29] 手上剩下多少子弹
[47:31] 分成几次
[47:32] 对不对
[47:33] 你要先有个策略
[47:34] 又跌得越重的时候
[47:36] 就持续的往下布局
[47:38] 那通常啊
[47:39] 这个策略
[47:40] 我觉得相对来讲
[47:41] 真的是比较安全
[47:41] 有几个重点
[47:43] 第一你的这个
[47:44] 所谓的资金
[47:45] 你要自备
[47:46] 你不能
[47:46] 在这个时间点
[47:47] 不能杠杆
[47:48] 我觉得这是
[47:49] 比较重要的关键
[47:50] 你不能
[47:50] 这个你要拿到
[47:52] 自己的这个决定权
[47:54] 我就是要持有
[47:55] 你不能把决定权
[47:56] 丢给别人
[47:57] 人家叫你要卖
[47:58] 你就得卖
[47:59] 所以第一
[47:59] 这一定要自由的资金
[48:01] 那分成多笔
[48:02] 那往下持续的
[48:04] 这个买进
[48:05] 我觉得这个时间点
[48:06] 真的不会太久
[48:07] 最后大家还是会怕
[48:08] 我常买一买
[48:09] 最后还在跌怎么办
[48:11] 还记得你分成多笔买完之后
[48:14] 如果还在跌
[48:15] 不要看
[48:15] 把它关掉
[48:16] 暂时真的不要看股市
[48:19] 你记得
[48:19] 你如果能够勇敢地往下买
[48:22] 就算你没有买到最后底部
[48:24] 在下面的空间
[48:25] 真的也很少了
[48:26] 所以你只要忍耐一段时间
[48:28] 整个浮上来之后
[48:29] 全部都是你赚的空间
[48:31] 好
[48:32] 大家都很害怕
[48:33] 台股涨到这边
[48:34] 会不会有一个大崩盘
[48:36] 崩到自己面目全非
[48:38] 可以理解大家的心情
[48:39] 可是越是这样的心情
[48:41] 就错过了台股
[48:42] 从17000点
[48:43] 涨到35000点
[48:44] 这一段
[48:44] 真的是超级大的一段
[48:46] 所以也许涨到那么高
[48:48] 回到月线
[48:48] 大家觉得也没有回多少
[48:50] 可是如果没有办法
[48:51] 在每一次
[48:51] 有比较明显回档的时候
[48:53] 多建立一点部位
[48:54] 那就会永远处在
[48:55] 一个错过的情况
[48:56] 再加上也跟大家持续分享
[48:58] 像民汉的核心
[49:00] 就是因为现在AI的发展
[49:01] 跟各大巨头的财报
[49:03] 都还是缴出很好的成绩
[49:05] 也等于是最近的乱
[49:06] 它不是经济因素出现下滑
[49:09] 我觉得这个是很重要的
[49:11] 除非是大家都缴出很好的财报
[49:14] 可是一直在暴跌
[49:15] 那可能真的是前方有一个
[49:17] 是预告着各个企业获利
[49:19] 会出现很大问题的事情在前面
[49:21] 然后比较敏感的钱有发现
[49:23] 可是现在看起来就是有点
[49:25] 有时候叫做利多有点顿化
[49:27] 或是找理由
[49:28] 或是钱其实不是在美国
