[00:00] 欢迎收听赵华与古破仔第1110集
[25:14] 回到
[25:14] 回到明翰哥来讲
[25:17] 产业还是你要对
[25:17] 刚刚那段话要做一些comment
[25:20] 好
[25:20] 确实认同
[25:22] 就是刚刚提到
[25:23] 反正我结论来讲
[25:26] 我现在我应该说有一个优势
[25:28] 你要回应人家挖你挖不动
[25:30] 不是不是应该是说
[25:31] 我觉得有个优势
[25:32] 就是因为AI的这个浪潮
[25:35] 那得到一点甜头
[25:36] 所以我现在我有选择权
[25:38] 是我喜欢做我自己想做的事情
[25:41] 那一样的问题就是
[25:43] 这个就是有一个背负一个
[25:46] 我不知道怎么讲心理的压力
[25:48] 就是简单而言
[25:49] 只要人家留言跟我讲说
[25:50] 他买了什么
[25:51] 然后赚了多少钱
[25:52] 我们就会觉得很开心
[25:53] 像之前這個有一個例子也是
[25:57] 就是也是人家留了訊息給我
[26:00] 那我老婆看了也跟我講
[26:02] 這個一定要回
[26:03] 我發現就是簡單的就是有點年紀了
[26:06] 那先生還在開計程車
[26:08] 但是已經有點
[26:10] 然後投資他就直接給我看他的這個群組
[26:13] 他把他的持股狀況
[26:15] 然後他就跟我講說
[26:16] 看他會不會幫他給他一點建議
[26:18] 那我老婆就想說
[26:20] 人家這種就是有困難的
[26:22] 當然幫他不是好
[26:23] 当然小事
[26:24] 然后过了应该不到一个月的时间
[26:28] 然后他原本整个都是亏钱的
[26:31] 然后我就跟他讲
[26:32] 你的这个状况是什么
[26:34] 然后简单的几句话
[26:36] 那我跟他讲说
[26:37] 你应该要怎样怎样投资
[26:38] 过了一个月的时间
[26:40] 他又给我看了一次
[26:41] 然后我看了就很开心
[26:42] 因为确实他买的个股就是我讲的
[26:45] 而且完全从全部都负的
[26:47] 变全部都正的
[26:48] 就真的是一个月的时间
[26:49] 当然现在大盘好啦
[26:51] 我常常讲的
[26:51] 有时候也是机运
[26:52] 然后我就跟他讲
[26:54] 其中有哪几档还是怎样
[26:56] 再帮他稍微做调整一下
[26:57] 我就说好你之后也不用问
[26:59] 就这个可以抱很久
[27:00] 是是是
[27:01] 就是说其实对
[27:02] 大家一定会觉得这一个
[27:04] 观众或听众很幸运
[27:06] 因为他得到你亲自的指点
[27:08] 对我来讲老实讲就是
[27:11] 不是很难就是顺手的事情
[27:13] 可是有些人就真的不太理解
[27:15] 然后我常常讲
[27:16] 这个对我们来讲就是一个负担
[27:18] 常常就是说
[27:19] 我是包含上节目什么都一样
[27:22] 就是我觉得有时候在挑股票
[27:25] 我也会花很多时间在那边挑
[27:28] 其实我在挑
[27:30] 我常有一个逻辑
[27:31] 就是说我挑不是说我告诉你
[27:33] 代表着你马上进来可以赚多少钱
[27:36] 因为我常有一个很大问题
[27:38] 不管我去演讲或上节目
[27:40] 都有个问题
[27:40] 我今天跟你讲
[27:42] 我现在告诉你是对的
[27:44] 不代表下礼拜反转
[27:46] 我可以告诉你
[27:47] 我自己心里有这个谱
[27:48] 所以我不太有办法去告诉你一件事情
[27:51] 就是我覺得這個禮拜這個檔很強你可以買
[27:53] 但下禮拜之後就不關我的事情
[27:55] 萬一你買了過兩個月之後
[27:58] 不小心你在路上遇到
[28:00] 我說上次你跟我講內檔怎麼辦
[28:02] 那我就不知道怎麼回答
[28:04] 所以通常來講我們有這個使命
[28:06] 就會想辦法再盡量告訴大家都會講產業的一個趨勢
[28:11] 而且盡量裡面的選的股票
[28:13] 我都會覺得三個月後我遇到你在路上的時候
[28:16] 你告訴我說你這檔股票套牢了
[28:19] 我當然不代表說我講的股票不會套
[28:21] 但是我告訴你
[28:23] 我說的對的股票
[28:25] 你三個月後錄上告訴我你套了
[28:27] 我可以告訴你不用怕
[28:28] 這個是對的
[28:29] 就像比如說之前的鴻海
[28:31] 你也是套了
[28:32] 我跟你講不用怕
[28:32] 你就買就對了
[28:33] 反正我也在裡面
[28:34] 這個基本面
[28:35] 我也不知道什麼時候能轉槍
[28:37] 所以結論就像他講的
[28:38] 做到最後就是
[28:40] 反正就是一個自己的壓力
[28:43] 就是希望能夠盡量做好
[28:45] 反正結論其實也沒有要求什麼
[28:48] 只是有时候人家留言跟我讲说
[28:50] 之前在哪里看到
[28:52] 我买了什么股票能够赚钱
[28:53] 我就觉得很开心
[28:54] 没错
[28:55] 真的我觉得很难形容这种感觉
[28:58] 对
[28:58] 那我也不太敢乱给人家建议
[29:00] 所以蛮大多数发现
[29:01] 大家无法掌握个股的时候
[29:03] 就会比较建议大家买ETF吗
[29:05] 我想这个绝对没有什么大的问题
[29:07] 好我们先回到这个产业上
[29:10] 你要讲哪一个
[29:11] CPU 记忆体 被动元件 机器人
[29:13] 后面被动元件跟机器人
[29:15] 是今天洗刷比较大的
[29:16] 尤其机器人
[29:17] 本来大家想说要开展了
[29:18] 有机器人的展区
[29:19] 对不对
[29:20] 结果今天机器人
[29:21] 是几乎全面重挫的一个状态
[29:23] 好像有点力多出尽的感受
[29:25] 好 这样子
[29:26] 反正既然都提了
[29:28] 理论上我们都直接
[29:29] 我都讲一下这个架构
[29:31] 先倒过来讲
[29:33] 先讲机器人
[29:34] 因为我个人觉得
[29:36] 老实说
[29:38] 我对机器人产业一直以来
[29:40] 我没有特别看好在这一块
[29:43] 因为我不知道怎么去形容
[29:46] 因为比较简单的架构要先有概念
[29:49] 就是机器人到底是不是未来
[29:51] 这个绝对不要怀疑
[29:53] 百分之一万
[29:54] 机器人一定是未来的世界
[29:56] 所以这个趋势是一定确定的
[29:59] 但是还有一个很大的麻烦
[30:01] 就是它这个所谓的时间轴
[30:04] 完全没办法确定
[30:06] 就是每个人的说法
[30:08] 你听马斯克来讲
[30:09] 他一定都说得很乐观
[30:11] 什么两年内可以产多少台
[30:14] 但是問題是事實上
[30:17] 機器人
[30:17] 我常常講
[30:18] 我覺得機器人就像自駕車一樣
[30:21] 就是它不斷有在進步
[30:23] 但是一直到真正能夠取代人類
[30:27] 其實還有距離存在
[30:29] 但是那個時間軸真的很難抓
[30:32] 其實這個就會有一個
[30:34] 存在非常非常大的風險
[30:36] 這風險是什麼
[30:37] 我覺得比較好的舉例
[30:41] 我印象裡
[30:42] 我當年剛入行的時候
[30:44] 那時候有一個東西叫LED
[30:47] 那時候LED從這個NB面板要轉照明
[30:52] 那時候發生什麼事喔
[30:54] 就是所謂的照明轉LED是不是趨勢
[30:58] 百分之一百啊
[30:59] 有沒有問題 絕對沒問題
[31:00] 那時候大家都用日光燈啊
[31:02] 或燈泡要轉LED是不是
[31:04] 然後那時候我還不懂
[31:05] 我是菜鳥
[31:06] 那時候研究員跟我講
[31:07] 我也覺得喔 好有道理喔
[31:09] 後來發生什麼事情
[31:10] 第一就是渗透率远不及预期
[31:13] 是
[31:13] 造成什么现象呢
[31:15] 就是所有的LED厂都ready好了
[31:18] 然后呢都可以大量产出有很高的技术
[31:20] 问题市场就不买上
[31:21] 因为一颗灯泡是原本的可能五倍到十倍
[31:24] 成本是最高的
[31:25] 对对
[31:26] 卡住的原因
[31:27] 没关系
[31:28] 技术持续克服就会降下来
[31:30] 可是最后的问题
[31:31] 我时间轴我已经不记得
[31:33] 当时可能是比如说一年后可以渗透率拉上来
[31:36] 最后拖了五年
[31:37] 最后五年发生什么事情
[31:39] 五年后有没有
[31:40] 所谓的遍体开发
[31:41] 有啊
[31:42] 现在买到都是LED
[31:43] 可是当时LED厂
[31:45] 能赚到钱
[31:45] 答案没有
[31:46] 因为在这五年的过程当中
[31:48] 所有的路厂都进来了
[31:51] 等到一颗
[31:52] 等到你的技术
[31:53] 当时投了那么多成本
[31:55] 最后完全赚不到钱
[31:56] 因为大家杀价竞争
[31:58] 所以最后这些LED厂
[32:00] 就杀于而归
[32:01] 最后根本就没赚到钱
[32:03] 所以我在讲这个故事
[32:05] 就是我很担心
[32:07] 我不敢讲
[32:08] 这是我说
[32:09] 我是讲一定对的
[32:11] 所以我今天担心
[32:12] 机器人的风险在哪里
[32:14] 就是类似这样的架构
[32:15] 就是说台厂
[32:17] 现在机器人的部分
[32:18] 有没有很大利基
[32:19] 现在也不能说很大
[32:21] 它有它的利基存在
[32:22] 台湾就卡在日本跟中国的中间
[32:26] 那它有它的强势所在
[32:28] 但是未来到底机器人
[32:30] 真的遍地开花的时候
[32:32] 台厂到底能够吃多少
[32:34] 老实讲我也不知道
[32:35] 那目前的角度
[32:37] 確實還沒有太大的貢獻
[32:39] 那你太早卡位在這個族群
[32:41] 本來就是常常
[32:43] 機器人他的特色就是這樣
[32:45] 當沒人在講的時候
[32:47] 他才稍微轉強一下
[32:49] 有展的時候
[32:50] 有話題的時候轉強一下
[32:52] 中間其實老實講
[32:54] 真的就是還好而已
[32:56] 所以我會覺得
[32:56] 這個族群我會建議投資人
[32:59] 真的以現在就當作長線
[33:01] 就是認同黃文勳講的
[33:04] 然後就來長期卡位
[33:06] 我個人覺得風險是相對偏高的
[33:08] 那比較適合的就是你要抓準那個tempo
[33:11] 就是不一定有展覽
[33:14] 就是有時候真的整理太久
[33:16] 沒人關心他就會轉強
[33:18] 你可以進去做一個短線的架叉
[33:20] 但我老實講比較不適合去做這個所謂的長線的操作
[33:25] 那至於被動的部分呢
[33:27] 其實他有一個觀念
[33:29] 其實去年9月在記憶體起漲的時候
[33:34] 其实那时候我就讲一个概念
[33:38] 就是回到2021年
[33:40] 当时所谓的在疫情
[33:43] 当时缺这些电子零组件的时候
[33:45] 记忆体曾经大涨
[33:47] 被动元件也跟着涨
[33:49] 而且涨幅跟时间轴什么之类的
[33:52] 没有太大落差
[33:53] 结果这次是怎样
[33:55] 就是9月当时在记忆体刚开始起涨的时候
[33:58] 被动元件也跟了一段
[34:00] 但是后面就没了
[34:01] 然后记忆体就一路涨
[34:03] 涨到等于是今年一月的时候
[34:06] 因为报价开始转弱
[34:08] 可能就进入休息阶段
[34:10] 反而是四月之后
[34:11] 现在记忆体开始膨胀了
[34:13] 然后我就去对应什么
[34:15] 其实我也要讲一句凭良心话
[34:19] 被动元件有没有基本面改善
[34:22] 答案是对
[34:23] 但是有没有这么强
[34:25] 老实讲也没有
[34:27] 因为你可以看到
[34:29] 没有像设备股PCB
[34:30] 这种涨价升级题材或是现场概念在手订单题材那麼厲害老實講跟我們前段讲的就是所谓的我个人觉得所谓的纯AI所谓纯AI就是它不是今年才涨
[34:41] 它去年获利就很好
[34:43] 因为去年这个伺服器出这么多了
[34:46] 它不可能去年还不太好
[34:48] 那今年才好的
[34:49] 通常就是比较
[34:51] 有一点点题材性
[34:53] 那或者是我们这样讲
[34:54] 无论你现在不管看到被动援军
[34:57] 不管内资外资
[34:58] 甚至在讲提高到1000块
[34:59] 你把它报告摊开
[35:01] 他的论点
[35:02] 我跟你讲
[35:02] 你可以去抄去年的
[35:03] 都是一样的
[35:04] 没有一个是
[35:05] 现在才有的论点
[35:07] 所以其实
[35:08] 现在的被动元件的
[35:10] 看多的论点
[35:11] 我报告也做了很多
[35:13] 但是其实我也凭良心讲
[35:15] 这个去年抠就抠得到了
[35:16] 所以结论就是
[35:18] 有啦比重有提升啦
[35:19] 就运用到AI的一些零组件
[35:21] 对
[35:21] 那我结论就是常常讲
[35:23] 就是结论就是
[35:24] 普涨行情占大多数
[35:27] 那目前现在切入
[35:30] 确实有点困难
[35:31] 因为真的已经非常非常高
[35:34] 对他们也有点筹码战
[35:35] 就是一小型的那些来说
[35:37] 那我只能建议就是持有者
[35:40] 因为他还是多头
[35:41] 所以现在不要下车
[35:42] 因为还没有见顶
[35:43] 空手者要进去的
[35:45] 你一定只能小比例了
[35:47] 因为现在位积这么高了
[35:48] 所以你一定要小比例
[35:49] 而且进去的一定就是用短线的角度
[35:52] 因为毕竟已经涨了那么多的情况下
[35:55] 可能要就是要稍微有点警觉心
[35:58] 那另外CPU的部分来讲
[36:01] 我们就要跟大家提到
[36:02] 因为CPU就是
[36:04] 怎么说
[36:05] CPU就是未来的援警
[36:08] 就照理来说今天有利多
[36:09] 因为今天黄仁勋有去参加
[36:11] 迈威尔在台湾的
[36:12] Computex的演讲
[36:13] 两人有对谈
[36:15] 但是今天CPU非常多
[36:16] 都是开高走低
[36:17] 甚至直接杀下来
[36:18] 其实这个问题应该说
[36:20] 这一场
[36:21] 这一场整个Computex
[36:23] 或者是GTC
[36:25] 大家也知道一定会有CPU
[36:27] 这是绝对不会漏掉的内容
[36:30] 所以这个真的出来也很容易利多出尽
[36:34] 我觉得这个也不是太意外
[36:36] 那其实比较大的问题还是在位阶
[36:39] 如果今天位阶低就代表是点火
[36:41] 位阶高就很容易利多出尽
[36:44] 那我觉得这个在这里利多出尽
[36:47] 如果就CPU族群的人
[36:49] 你本来还蛮看好CPU
[36:50] 我突然想到
[36:51] 我本来看好CPU
[36:53] 我这样讲就是CPU族群的投资人
[36:57] 你可能要稍微拿捏一下
[36:59] 拿捏一下
[37:00] 这句话说得很好
[37:01] 对我觉得你要自己看
[37:03] 你自己的属性
[37:04] 没有错
[37:05] 我这样讲啊
[37:06] 结论就是CPU
[37:07] 我就觉得就算你套在里面
[37:09] 时间久了
[37:11] 它一定会解击
[37:12] 因为它真正的发酵是在明年
[37:14] 它明年数字才会进来
[37:15] 但是时间要等多久
[37:17] 没有人知道
[37:18] 就跟当初等老AI一样
[37:19] 类似这个概念
[37:20] 就是有时候要等的时候
[37:21] 不是不看好
[37:23] 可是要等
[37:23] 就是要等
[37:24] 那你愿不愿意等
[37:25] 那如果说力多出尽
[37:27] 如果短线的人
[37:29] 我就会建议你干脆
[37:30] 有点效率
[37:32] 干脆转到其他的这个族群
[37:35] 我觉得可能相对而言
[37:36] 会比较有效率
[37:37] 对好这个完全认同
[37:39] 因为我之前很喜欢CPU
[37:41] 我想大家都知道
[37:42] 可是后来CPU算是我
[37:43] 比较卖飞的族群
[37:44] 但我手上还有一间公司
[37:46] 大家如果有印象的话
[37:47] 就是之前被骂烂的联军
[37:49] 就是当你手上的光圣
[37:51] 你手上的Proway
[37:52] 根本就已经飞天的时候
[37:54] 联军还在那边废
[37:55] 有没有
[37:55] 不是
[37:55] 好多人在手上就问我
[37:57] 到底为什么联军怎么了
[37:58] 现在联军是不是最强的
[37:59] 联军变最强的
[38:00] 所以他有讯信KY
[38:02] 所以这两家公司
[38:03] 昨天也同样的一个论点
[38:05] 这代表CPU里面
[38:07] 之前比较没有涨这么多的
[38:09] 他现在在做撑盘要脚
[38:11] 就代表这个族群
[38:13] 绝对没有阵亡
[38:15] 他就是有人
[38:16] 后发先至的点火了
[38:18] 在这边等那一些
[38:19] 之前涨了三倍五倍十倍的
[38:21] 现在回档休息一步涨
[38:23] 沉淀一下筹码
[38:24] 那等筹码在集中的时候
[38:26] 他们可能会重新再攻
[38:28] 而明翰也讲了
[38:29] 2028他才可能大幅放量嘛
[38:31] 所以中间的来来回回
[38:33] 他的缺点就是
[38:34] 当他下跌的时候
[38:35] 你没有办法去评估
[38:36] 跌到这边好有价值哦
[38:37] 不像老AI
[38:38] 跌到这边本益比台12倍
[38:39] 11倍像话吗
[38:40] 他们比较没有办法
[38:42] 用这样的方式
[38:43] 但是台股的多头势头
[38:45] 和题材的热度
[38:46] 如果还在的话
[38:47] 他们就不会缺席
[38:49] 我觉得这个是一个
[38:50] 大家要去评量的
[38:52] 可是为什么说要拿捏一下
[38:53] 因为不是每个人都忍耐得住大的波动
[38:56] 跟等待的漫长
[38:58] 所以才会去讲说
[38:59] 什么东西会是你的大部队
[39:01] 不好就像CPU就不太容易是我的大部队
[39:03] 可是CPU因为我喜欢它
[39:05] 所以它勉强算是我一个中部队
[39:07] 所以我一直在看
[39:08] 我并不看淡这个族群
[39:10] 应该这样讲
[39:11] 如果相对而言
[39:12] CPU绝对是波动大的族群
[39:14] 所以相对来讲
[39:15] 比较难是你的最中心核心持股
[39:19] 因为这样子你的资产波动太大
[39:22] 另外我稍微补充一下
[39:24] 还有刚刚最后一个
[39:25] 就是记忆体族群
[39:27] 我们简单架构
[39:29] 这个之前我也常讲
[39:31] 在我这个FB留言
[39:34] 常常很多人在骂我
[39:36] 说为什么我看空记忆体
[39:37] 我昨天不是明翰没来
[39:40] 我就帮明翰有跟大家讲
[39:41] 好多人传讯息说
[39:42] 要鼓励明翰
[39:43] 但是我必须讲
[39:44] 明翰在达人秀和古惑仔
[39:45] 这边的记忆体的论点
[39:47] 我想是很清晰的
[39:48] 应该是你在别人那里
[39:51] 你在别人那里一定有讲一整集记忆体
[39:54] 然后呢
[39:55] 我觉得最让我
[39:56] 为什么昨天我会特别提到
[39:58] 因为后来跑来理财答案秀留言的那群人
[40:01] 我看了一下
[40:02] 他们根本平常就不是会来看理财答案秀的人
[40:05] 如果您今天是看理财答案秀
[40:07] 你很喜欢明汉哥
[40:08] 那你跟着明汉哥做什么设备
[40:10] 或者说像之前的CPU
[40:12] 或者说对整体AI的信心
[40:14] 已经赚到很多钱了
[40:16] 你不用靠明汉哥赚记忆体的钱
[40:19] 所以他对记忆体的观点
[40:21] 就是如果你欣赏这个人
[40:23] 你没有赚到记忆体
[40:24] 或者是说
[40:25] 你反而还避开了
[40:26] 记忆体的下跌段跟洗刷段
[40:27] 不是吗
[40:28] 应该是觉得很正面的
[40:30] 偏偏来的那一群
[40:31] 就是看起来就是记忆体迷
[40:32] 什么人如果讲记忆体不好
[40:35] 那那个人就完了
[40:36] 是用这种心情
[40:38] 我觉得这种心情在股市
[40:39] 就会有一点小扭曲
[40:40] 不过这样的人
[40:41] 经过了就上次之后
[40:44] 也就没有再出现了
[40:45] 只是昨天我就有点不开心
[40:47] 就又讲了一下
[40:47] 我只是要不斷提醒大家
[40:50] 反正你要記得
[40:51] 你所謂的記憶體
[40:53] 只有三個架構一定要知道
[40:55] 第一個
[40:56] 報價
[40:56] 其他都是假的
[40:59] 誰講都不算
[41:00] 就是報價
[41:00] 而且記得
[41:01] 就是現貨價
[41:03] 因為現貨價才會不斷跳動
[41:05] 合約價
[41:06] 他會常常講合約價
[41:07] 合約價有另外一次
[41:08] 反正無論如何
[41:09] 要關心記憶體
[41:11] 你就是看這個所謂的現貨價
[41:13] 目前的報價
[41:14] 那另外很重要的關鍵點
[41:16] 就是記得就是黃恩勳講的是
[41:18] 記憶體非常重要
[41:20] 就是除了晶片之外
[41:21] 第二重要的這個論點
[41:23] 我非常認同
[41:24] 所以我常常講
[41:25] 記憶體是一個對的產業
[41:26] 但是很大的問題
[41:28] 黃恩勳講的是HBM
[41:29] 他指的不是台灣做的DDR4
[41:32] 所以這一塊是
[41:33] 這個大家要了解
[41:35] 第三個就是我常常講
[41:36] 不管它這個股價
[41:39] 能夠漲到哪裡去
[41:40] DDR4就是消費性記憶體
[41:42] 代表它就是循環性產業
[41:44] 這是我中心思想
[41:46] 不会因为它股价涨了5倍10倍20倍30倍之后
[41:50] 我就说不对
[41:51] 它不是循环性产业
[41:53] 因为这个东西就是一个供需的调整
[41:56] 当然这次到底吃紧多久不知道
[41:59] 但是无论如何就是这样
[42:01] 所以我们结论
[42:03] 我刚刚提到就是用这样的角度
[42:05] 所以从1月底
[42:07] 它的报价见高点开始下跌
[42:09] 我就跟大家讲
[42:10] 这个故事已经
[42:11] 就目前角度就是结束了
[42:13] 从1月底开始一路下跌
[42:15] 然後就跟大家講下跌就是風險所在
[42:18] 所以大家可能要留意
[42:20] 那段時間就是從1月底一直到前兩個禮拜
[42:23] 我看到報價開始轉強了
[42:25] 我就跟大家講報價轉強了
[42:27] 所以短時間來講代表可以賺價差
[42:30] 但記得一件事情
[42:32] 如果要藏報的就直接買美光三星海力士
[42:36] 因為那個才有HBM
[42:37] 其實架構是永遠不變的
[42:39] 其他不會因為漲了我就說他很好
[42:42] 不會因為他跌我就跟你講這個是不對的
[42:44] 反正永遠都是用基本面做架構
[42:46] 所以剛剛提到
[42:48] 無論如何就是這個報價為王
[42:50] 第二就是黃恩勳講的
[42:53] 記憶體是HBM
[42:54] 不是台灣的這個DDR4
[42:56] 第三個就是跟大家講
[42:58] 這個就是循環性產業
[43:00] 所以記得我常常講
[43:01] 我會建議在台灣的記憶體
[43:04] 你就是做強勢
[43:05] 當它強的時候你就做
[43:06] 那是如果拉回的時間點
[43:08] 你沒任何
[43:10] 我個人覺得
[43:11] 不斷記得一件事情
[43:12] 股價他會在提早半年前就會開始反應
[43:16] 沒有人可以這麼準確知道半年後
[43:19] 這個到底會長什麼樣子
[43:21] 尤其在記憶體
[43:22] 我們講的DDR4上面
[43:24] 如果HBM我覺得半年後是沒有問題
[43:26] 但DDR4半年後到底是不是見頂
[43:29] 沒有人知道
[43:30] 所以我會跟大家講
[43:31] 如果你是台灣的記憶體的個股
[43:33] 拉回的時間點就不要去做攤平的動作
[43:37] 因為很有可能你一直攤平之後才發現
[43:39] 其實半年後他景氣已經反轉
[43:41] 所以要跟大家講強勢是可以做
[43:43] 尤其現在報價又開始轉強
[43:45] 會不會過高沒有人知道
[43:47] 所以只要他反彈
[43:48] 你就可以做個短線加差沒有錯
[43:51] 但中心思想
[43:52] 如果啦就是
[43:53] 你就想你就記憶體
[43:54] 你就認同黃文勳講的記憶體很厲害
[43:57] 你又想買記憶體
[43:59] 可是你又懶得每天去關注
[44:01] 報價到底上還下
[44:02] 然後洗洗刷你又很痛苦
[44:04] 那你就乾脆
[44:05] 這個直接買美光
[44:07] 就是相對比較安全的路
[44:09] 而且我會覺得
[44:10] 如果是听敏汉哥
[44:11] 之前讲记忆体的话
[44:12] 真的是避开了洗刷段
[44:14] 然后看到报价重新上扬
[44:16] 跟大家分享的时候
[44:17] 就开始上涨了
[44:18] 然后我觉得
[44:19] 当然很喜欢记忆体的朋友
[44:21] 我觉得例如像汉伟哥
[44:22] 对不对
[44:23] 你也很佩服他
[44:24] 因为大家都知道
[44:25] 赵华对记忆体
[44:26] 就是那一种怕怕
[44:27] 我不是觉得他不好
[44:28] 也跟大家分享
[44:29] 跌下来的时候
[44:30] 我觉得他已经
[44:31] 基本面委屈了
[44:32] 因为他们的赚钱的状况
[44:33] 是非常非常好
[44:34] 而且也必须承认
[44:35] 像南亚科好了
[44:37] 他有受到国际大厂的
[44:38] 私募的入股
[44:39] 对于它未来能不能发展到
[44:41] 比较高阶的商品
[44:42] 我觉得是乐观的
[44:43] 可是有一说一
[44:44] 它现在就是不可能量产高阶的商品
[44:48] 这个是有一说一的事情
[44:50] 并不是否认台湾的记忆体系厂商
[44:53] 无法切近AI
[44:54] 而是说在切近AI的路上
[44:56] 我们现在都在努力
[44:58] 而且因为赚到钱了
[44:59] 我们更有底气去发展
[45:00] 可是现在能够量产AI的
[45:02] 还是在国外的厂商
[45:04] 我觉得这个大家要比较理性的
[45:05] 去思考这件事情
[45:06] 但是如何去拿捏
[45:08] 基本面跟股价叠下来
[45:09] 已经成为一个平衡点了
[45:11] 应该要起涨了
[45:12] 这个我想汉语哥啦
[45:13] 幸福哥啦
[45:14] 我们有几个答案
[45:15] 是非常喜欢记忆体的
[45:17] 也给大家很好的指引
[45:18] 对不对
[45:19] 那我跟明翰
[45:20] 可能我们特别喜欢的
[45:21] 真的就是像半导体的
[45:22] 风策类的
[45:23] 然后设备类的
[45:24] PCB里面
[45:25] 涨价题材的
[45:27] 我觉得这些
[45:27] 也让大家应该是
[45:29] 赚到不少的钱
[45:30] 那大家各自有自己的专长
[45:32] 那听我们的最好就是
[45:33] 大家都有专长跟不上
[45:35] 我就买ETF
[45:36] 这样也是一个很好的解决方案
[45:38] 我自己蛮大一个部位
[45:40] 确实就是在ETF的上面
[45:42] 那今天我们先踩个刹车
[45:46] 很多人都说
[45:47] 到底什么时候
[45:48] 我们两个才要直播Podcast
[45:50] 找个机会吧
[45:52] 找个机会
[45:53] 马拉松Podcast继续讲下去
[45:55] 那我们要去准备录达人秀了
[45:58] 也跟各位股货仔们说拜拜咯
[46:00] 拜拜
[46:06] i know you
