[00:00] 歡迎收聽趙華宇股貨載第1043集
[24:07] 平常的這個tempo
[24:09] 或者是我覺得最後如果真的一定要出手的
[24:15] 我會建議如果你今天就是想追但是又怕
[24:20] 我會建議你選擇一種方法去選股會比較安全
[24:26] 重點簡單來講就是回頭看他的數字
[24:29] 因為我們也不要講得那麼清楚
[24:32] 結論就是現在因為市場熱度高
[24:34] 他有一種現象就是現在業績已經很好的
[24:38] 它在漲
[24:39] 有一些是在講
[24:40] 今年會多厲害的
[24:42] 那這兩個現在在同時漲
[24:44] 那我也不是說
[24:45] 在講說今年有多厲害
[24:47] 就一定不能漲
[24:48] 只是我說現在熱情在
[24:50] 大家會一起上
[24:51] 可是如果到時候退燒的時候
[24:53] 再講今年後來會有多厲害
[24:56] 它數字進不來
[24:57] 它後面等到這個激情一冷卻
[25:00] 它的壓力會大很多
[25:02] 所以如果你會怕
[25:04] 現在要買會怕的我建議你要選好個股開啟網站搜尋一下他的這個音樂的營收表現怎麼樣他去年的這個獲利怎麼樣
[25:16] 那我剛剛提到
[25:17] 如果今天是AI
[25:19] 真的比較純的AI
[25:20] 其實去年獲利早就爆發
[25:22] 因為去年GB200的出貨量都倍增了
[25:25] 他怎麼可能還沒有業績
[25:27] 不過今天我突然想到
[25:28] 市場也就在想一個事情
[25:30] 就Lubin體系對不對
[25:31] 要延後出貨
[25:32] 就跟當年的GB200
[25:34] GB300
[25:34] 到情況300好像還好
[25:36] 200延後出貨的情況比較嚴重
[25:38] 那現在的話
[25:39] 又說這個Lubin體系
[25:40] 有可能會延後兩季左右
[25:43] 對
[25:44] 那市場又開始很分層了
[25:46] 因為那時候GB200雖然延後
[25:48] 可是終究還是有帶來好的效益
[25:50] 對
[25:50] 那如果這個事情成真
[25:52] 在美股這個AI的疑慮擴大的時候
[25:55] 會不會真的會是一個
[25:57] 我們要重視的點
[25:58] 那當然另外一個
[25:59] 我們今天其實都沒有提到的
[26:00] 就是關稅
[26:01] 為什麼我們兩個都沒有提到呢
[26:03] 因為我們兩個都覺得
[26:05] 它事實上看起來是個很重要的議題
[26:08] 但它並不是真正影響現在盤面的議題
[26:12] 但我們等一下還是會跟大家來聊
[26:14] 好第一個就是
[26:15] 如果說揮打的這個Rubin又真的是延後
[26:17] 會不會有什麼我們要需要擔心的
[26:19] 那再配合到你剛剛講到的
[26:21] 三月其實可能到四月
[26:24] 股市就很季節性的會有點冷掉
[26:27] 它會不會是個剛好都湊巧在一起
[26:30] 對我覺得也許有這個可能性
[26:34] 但是剛剛趙華一開始也提到
[26:36] 這個問題不是第一次發生
[26:38] 大家回頭看一下之前已經演過一次了
[26:42] 而且你結果也知道了
[26:44] 我覺得快三季
[26:44] 對問題是中間有沒有因此而拉回
[26:47] 有但修正的幅度也沒有想象那麼大
[26:50] 那我覺得這一次
[26:52] 照理說修正的架構會比上次更小
[26:55] 兩個原因
[26:56] 第一個部分來講
[26:58] 就我自己的經驗
[26:59] 你同樣利空再次測試
[27:02] 笨蛋不會當良市
[27:04] 就上次賣在那個點的
[27:06] 這次賣的一定會變少
[27:07] 你常常分享這個觀念
[27:08] 我覺得這是
[27:09] 還有第二個問題就是
[27:11] 這次其實GB200 GB300
[27:14] 現在還是供不應求
[27:15] 所以老實講它延後
[27:17] 它還是可以出200 300
[27:19] 所以理論上業績面
[27:20] 還是沒有太大的變化
[27:22] 只有有一些可能
[27:23] 希望說這等於新產品
[27:27] 帶動他的這個規格上升之後
[27:30] 營收毛利率往上可能會延後
[27:32] 但是整個架構並不會有太大的改變
[27:36] 那另外講關稅
[27:38] 我常常講就是因為那天關稅在假日發生
[27:42] 確實搞得我假日都在研究那些東西
[27:45] 因為今天早上行政院是有開記者會
[27:48] 但我們研究了半天
[27:50] 先講一個最簡單的結論
[27:52] 就是已經談好的事情就是繼續go on
[27:54] 沒有因為有沒有最高法院判川普違法
[27:57] 或者川普有沒有很生氣的說
[27:58] 要引用任何的條款好了
[28:00] 然後全世界要增多少關稅
[28:01] 目前以行政院的這個記者會
[28:03] 我們解讀下來是
[28:05] 我們就是就原來談好的架構繼續走
[28:08] 對所以結論是先這樣子
[28:10] 我個人覺得
[28:11] 這個其實即使今天行政院沒有表達這個論點
[28:16] 我都會覺得
[28:17] 其實研究半天我常常講
[28:19] 其實對臺灣其實真的影響真的很小
[28:22] 其實臺灣有一個最大的優勢
[28:25] 這是主要的出口電子產品不課稅
[28:27] 那雖然我們會講到說
[28:29] 我們可能是談好的15%
[28:32] 算一算可能是12%之類的
[28:34] 但是實際上外資給的這個數字
[28:38] 就是說如果以各國的角度來看
[28:41] 他給的數字是一個他換算的精確數字
[28:44] 他怎麼換算
[28:45] 比如說你這個國家一年繳了多少的關稅
[28:49] 他有一個總額
[28:50] 他除上你這個國家進口的總額
[28:53] 所以會導致臺灣就是因為很多免稅
[28:55] 會導致整個除下來的稅率
[28:58] 其實是低於正常其他大部分國家
[29:01] 他給的數字就是在沒有對等關稅前
[29:04] 其實臺灣的平均稅率才1點多%
[29:07] 有了這個對等關稅其實才3點多%
[29:11] 幾乎是他列出來裡面
[29:13] 主要貿易國裡面真的是接近最低的
[29:16] 所以我們講這個稅率
[29:19] 這個還是另外一個更大的重點
[29:22] 我常常講
[29:22] 如果今天關稅往下降
[29:24] 誰會受惠
[29:25] 回到我頭來
[29:27] 產業跟電子產業有沒有關係
[29:30] 沒關係
[29:31] 因為你本來就免稅
[29:31] 如果照理講
[29:33] 降關稅一定是關稅之前受害產業
[29:35] 就是傳產
[29:36] 對
[29:37] 照理講
[29:38] 一樣的問題
[29:38] 今天如果關稅下來
[29:40] 哪個國家會受惠
[29:42] 結論是中國
[29:42] 因為他的關稅最高
[29:44] 給個數字
[29:46] 就是他在關稅前
[29:48] 他佔美國進口
[29:50] 整個總比例大概13
[29:51] 他後來有關稅之後
[29:53] 現在剩下7
[29:54] 他幾乎是腰斬
[29:55] 臺灣是從4%變9%
[29:59] 簡單來講就是我們關稅變高
[30:02] 但是我們出口量突然還暴增
[30:04] 回過頭來就是我們前段講的
[30:06] 臺韓因為大量的AI過去
[30:10] 第一他們有那個需求
[30:12] 第二這些都免關稅
[30:14] 所以會導致量不斷衝過去
[30:16] 當然我覺得這有點被扭曲了
[30:19] 變得傳產其實很辛苦
[30:21] 因為人家有乖乖繳稅
[30:22] 結果你電子沒繳稅又爆量出去
[30:25] 結果又把那個所謂的分母大量擴張
[30:27] 看起來會變成我們的關稅好像是低的
[30:30] 但是確實就是這樣架構
[30:32] 我結論就是告訴大家
[30:33] 其實關稅對臺灣的經濟影響
[30:36] 其實是非常低
[30:37] 或者我們這結論就是
[30:39] 12月1月在這種所謂的淡季
[30:42] 我們的整體上市櫃營收
[30:45] 都能創立起新高
[30:46] 你就知道這個跟關稅有沒有
[30:48] 有沒有因為關稅導致我們出口受到影響
[30:50] 結論很明顯就是沒有
[30:52] 只要跟AI相關的出口都是暴增
[30:54] 但是你說傳產
[30:55] 我覺得傳產有個小小的優點
[30:57] 其實在去年真的是受害非常非常的嚴重
[31:00] 尤其是第二季還有匯率的問題的時候
[31:02] 但到了第四季
[31:03] 其實你從統計資料上也可以看到出來
[31:06] 傳產也有在回暖
[31:07] 對啊
[31:07] 應該說數字
[31:08] 應該說大家最差的狀況已經過了
[31:12] 那之前人家也會常常告訴我說
[31:14] 就像去年下半年
[31:16] 在講說那些傳產族群
[31:18] 我們先不講匯率
[31:20] 或者不講所謂的稅率的問題變好
[31:23] 光講他們基本面
[31:25] 他就很多投資人問我說
[31:27] 那些好像看起來基本面都變好了
[31:29] 我是肯定的
[31:31] 那如果你今天本來就是長期持有投資
[31:34] 我是覺得都OK
[31:35] 只是說如果你看他業績變好
[31:38] 你要去買的人
[31:40] 當然買在谷底去賺個波段
[31:43] 我覺得是可以的
[31:44] 可是如果你不太會進進出出的投資人
[31:47] 我還是覺得相對而言
[31:49] 它就是一個從底部上來的
[31:52] 一個所謂的反彈
[31:54] 但是如果要比起基本面
[31:56] 就算我常常講的
[31:58] 就是電子它的優勢不是免稅
[32:00] 它的優勢是需求真的很強
[32:02] 高速的成長
[32:03] 對對對
[32:04] 重點是高速成長
[32:05] 所以我還是常常結論
[32:06] 剛剛提到
[32:07] 其實這兩三年來都一樣
[32:09] 我只要看你的持股比重
[32:11] 跟你的AI比例
[32:12] 這兩個我就知道
[32:13] 你賺了多少錢
[32:14] 就是這種概念
[32:15] 好
[32:15] 但是剛剛有特別提到一件事情
[32:18] 我們兩個在講關稅
[32:19] 我們都比較小心
[32:20] 像我昨天晚上
[32:21] 這個理財單位秀在講關稅
[32:23] 它就很容易變成一個政治導向
[32:25] 但不要
[32:26] 其實我必須講一個很實在的
[32:29] 那時候我在電視臺
[32:30] 很多人都會覺得
[32:30] 某某電視臺一定有他的立場
[32:32] 對不對
[32:32] 那某某主持人可能他的立場
[32:34] 當然我不做政論
[32:36] 我比較不會被貼這樣的一個標籤
[32:37] 或想法
[32:38] 但是其實有一個非常重磅級的主持人
[32:41] 有跟我講了一句話
[32:43] 他說我沒有藍也沒有綠
[32:45] 我是收視率黨
[32:47] 好
[32:48] 那對我們這種
[32:49] 在股市裡面的人來說
[32:50] 其實像這個議題
[32:52] 我們在討論的時候
[32:54] 完全沒有想要傾向說
[32:55] 是要在野黨的立場
[32:57] 都處政府
[32:58] 還是是執政黨的立場
[33:00] 我要挺政府這樣子
[33:01] 都沒有
[33:02] 我們只想要知道
[33:03] 解讀出一個正確的
[33:05] 就是臺灣經濟
[33:06] 和臺灣股市發展的方向
[33:08] 而且我們都希望
[33:09] 它是一個比較正向表列的
[33:11] 對
[33:12] 我覺得這個是我們眼睛裡面
[33:14] 比較實在的一點
[33:16] 對不對
[33:17] 那他也不是誰的功勞
[33:19] 說實話
[33:19] 我覺得最大的功勞
[33:20] 就是臺灣的產業競爭力
[33:22] 是真的很厲害
[33:23] 我還記得有一次
[33:24] 應該也是明漢協理在提的
[33:26] 有時候我們遇到一些困境的時候
[33:28] 你反而可以讓這些公司
[33:30] 產生更大的因應這種環境
[33:32] 更大的一些競爭
[33:33] 例如說
[33:34] 去年可能最慘最倒黴的
[33:36] 就是什麼工具機
[33:37] 有一些傳產原物料等等的
[33:39] 汽車零元件
[33:40] 但他們可能會在這樣的環境裡面
[33:42] 反而撐下來的人
[33:44] 他將來有更好的技術
[33:46] 例如說工具機
[33:47] 可能就是切近到
[33:47] 機器人這一塊
[33:48] 然後那汽車人
[33:49] 就不用講了
[33:50] 他可能以後市場的
[33:52] 市佔率會更大等等的
[33:53] 他都是拖拆換股的
[33:55] 他本來就有
[33:56] 一定的產業競爭力
[33:57] 我覺得這些都很棒
[33:58] 那當然還有一個
[33:58] 比較敏感的是說
[33:59] 因為這一波打下來
[34:01] 中美之間的關稅
[34:02] 是打最兇
[34:02] 所以川普這邊
[34:03] 背叛關稅違法
[34:05] 可能對中國來說
[34:07] 可能真的反而是一個
[34:08] 怎麼講
[34:09] 對他們來說
[34:10] 反而是相對比較有利的
[34:11] 那很多人會覺得
[34:12] 只要對中國有利
[34:13] 就聽起來很生氣
[34:14] 其實也不用
[34:15] 因為我們還是有
[34:16] 非常多的產業
[34:17] 它還是跟中國的內需
[34:18] 中國能不能復甦
[34:19] 是息息相關的
[34:21] 我覺得這種
[34:21] 非常中肯的立場來講
[34:23] 不要變成是
[34:24] 因為政治的立場
[34:26] 好像你在那邊賺錢
[34:27] 臺商都活該這樣子
[34:28] 所以我覺得
[34:29] 這一塊是有可能
[34:31] 可以期待的嗎
[34:32] 就是如果中美的關係
[34:34] 因為這個關稅的情況
[34:35] 沒有克這麼嚴峻的關稅的話
[34:37] 當然我覺得
[34:38] 這個關係非常大
[34:39] 另外我先附和
[34:41] 剛剛趙華提到的
[34:42] 所以我們之前有時候出去
[34:44] 我出去演講
[34:45] 我講到這種政治議題
[34:46] 我都也要很小心
[34:48] 就是很傷腦筋
[34:49] 對
[34:49] 我一開始我就會先講
[34:51] 我一開始先講
[34:52] 我沒有特別的黨派問題
[34:54] 應該說
[34:54] 第一個問題是我自己看透
[34:57] 所以我對
[34:57] 應該說我對政治相對比較冷感一點
[35:00] 第二是
[35:00] 我不管什麼派
[35:02] 我最重要還是我自己的錢
[35:03] 所以我最後在分析的時候
[35:06] 我重點我還是要顧自己的錢
[35:09] 我常常講
[35:10] 有時候我跟投資人講
[35:12] 我說你政治要投什麼
[35:14] 你有你的明確立場
[35:15] 我會尊重
[35:16] 但是記得一件事情
[35:17] 當投資的時候
[35:18] 你一定要放中立
[35:19] 因為那個是你自己的錢
[35:21] 我們第一次
[35:21] 大家可能在網路上大吵
[35:23] 就是臺積電要不要去美國投資
[35:25] 對對對
[35:25] 如果你說
[35:26] 如果去美國投資
[35:26] 也是一個必要的
[35:27] 因為他客戶都在美國
[35:28] 可能就被罵了
[35:29] 對
[35:29] 那我那時候我會覺得
[35:31] 結論常常講
[35:33] 就是說真的要中立一些一些
[35:34] 那回過頭來就是說
[35:36] 到底這個中
[35:38] 如果啦
[35:38] 假設中國的部分
[35:39] 因為這個稅制
[35:40] 因為看起來
[35:41] 如果真的打回到15%
[35:42] 它最多就是這樣
[35:43] 所以中國是最明顯受惠
[35:45] 因為我們原本也才15%
[35:48] 所以跟我們也沒有太大的關係
[35:50] 只有那些特別高的是明顯受惠
[35:53] 那中國好了對我們是不是好
[35:56] 當然是好的
[35:57] 因為從兩個方向
[35:59] 因為這幾年
[36:01] 等於說美國很好
[36:02] 歐洲很好
[36:03] 其實現在最脫油瓶的是
[36:05] 中國的經濟不好
[36:06] 那你要記得一件事情
[36:08] 我們再講白一點
[36:09] 比如說
[36:10] 對我們可能會比較直接相關的
[36:13] 講到iPhone就很重要
[36:15] 為什麼前幾年iPhone
[36:16] 一直到這一季的iPhone銷售
[36:18] 中國終於復甦了
[36:20] 它真的已經也冷了很久
[36:22] 要記得一件事
[36:23] 中國如果經濟不好
[36:25] iPhone賣不出去
[36:26] 其實臺積電也會受到影響
[36:28] 好家在現在就是靠著這個AI
[36:30] 去補足這個消費性電子動能不足的部分
[36:33] 但是你要記得一件事情
[36:35] 當然說現在也不要講說
[36:38] 就因為AI就夠
[36:39] 你們想過如果消費性電子再加成
[36:42] 大家在漲的過程心裡更不會害怕
[36:45] 那自然空間就會更大
[36:48] 所以我覺得其實還是有很多
[36:51] 而且很多的這個畢竟這些臺商
[36:53] 他現在可能是雖然是臺灣公司
[36:56] 可是他的廠是在中國
[36:58] 他最後出廠從中國出去的時候
[37:01] 就是課比較高的關稅
[37:03] 這些臺廠都會受到影響
[37:05] 所以如果說中國的稅率能夠降低
[37:08] 從兩個層面
[37:09] 第一個就是中國如果經濟能夠因此受到壓抑的力道相對變輕了
[37:16] 人民有錢了
[37:17] 能夠消費更多的電子產品
[37:19] 我們是受惠
[37:20] 另外一個就是臺灣企業在美國
[37:22] 在中國設廠那些為了要出美國的部分
[37:26] 相對來講壓力也都會比較小
[37:29] 所以這是一個雙重效應
[37:30] 所以結論而言我覺得
[37:32] 我個人覺得
[37:34] 其實我從這個整個
[37:37] 川普的目前稅制的研究下去分析我自己的結論就是他這一次的對等關稅一被擋之後其實他對他是非常極大的傷害
[37:50] 其實當然他很多人會講
[37:52] 他從122到232
[37:54] 還有很多301條款可以用
[37:56] 沒有錯
[37:56] 但是那些都沒有辦法
[37:58] 像現在就是直接給你一開啟
[38:01] 就四十幾個國家
[38:02] 所有產業都可
[38:03] 他未來必須要經過
[38:05] 很長時間的調查
[38:07] 開會
[38:08] 然後再做稽核
[38:09] 他需要很長的時間
[38:11] 這是一點
[38:12] 還有一點大家記得一件事情
[38:14] 就是他現在150天
[38:16] 他這150天到期的時候
[38:18] 已經到七八月了
[38:20] 他們11月要選舉
[38:21] 那個時間點
[38:23] 大家理論上是不支援他課稅的
[38:25] 所以其實川普
[38:26] 我個人覺得
[38:27] 他在這個任期之內
[38:30] 花了一年多的時間
[38:32] 課了這個一千多億美金
[38:34] 最後現在看起來可能都要退還
[38:37] 根本就是做白工
[38:38] 然後未來要想辦法再繞道
[38:40] 又怕到最後繞道
[38:42] 到底能不能成也不知道
[38:44] 後面重點包含他們共和黨的人
[38:46] 也都不太見得能夠支援他
[38:48] 所以他其實未來會非常的辛苦
[38:51] 那但是無論如何
[38:53] 我的結論就是
[38:55] 記得一件事情
[38:56] 他未來不管怎麼繞
[38:58] 都不可能比對等關稅嚴重
[39:00] 所以這個就是對
[39:01] 結論就是對股市是一個好現象
[39:04] 因為最大利空已經過了
[39:06] 未來是逐步的好轉
[39:08] 但是就回過頭來
[39:10] 我覺得對臺股就是我剛剛的結論
[39:13] 我們臺灣這個利空我們都沒受害
[39:16] 憑什麼他拿掉我們會大漲
[39:18] 所以我不覺得這個是利基
[39:20] 最能夠受惠的就是那種所謂的高關稅
[39:25] 或者說假設我們臺股攤開
[39:28] 我就告訴你跟電子股沒關係
[39:31] 你可以說假設真的稅制拿掉
[39:33] 該反彈的是傳產那些受到壓抑的族群
[39:37] 所以這是一個對一件事對一件事
[39:40] 所以結論來講
[39:41] 我常常講的就是政治面的部分
[39:44] 還是要去做解讀
[39:45] 如果跟經濟沒有關係
[39:47] 其實不要看得太重
[39:48] 尤其是這幾天比較麻煩的現象
[39:51] 因為這個東西是一個臺灣的一個市場焦點
[39:54] 所以你新聞怎麼開啟都是它
[39:56] 但是很
[39:58] 但是就我的觀念
[39:59] 我看到我就覺得這個跟股市沒有關係
[40:02] 所以我不會太琢磨在這上面
[40:04] 當然我工作的問題
[40:05] 所以我必須要把它拆解得很詳細
[40:08] 把所有條款拿出來去解讀這為什麼
[40:11] 但是我當時我在做的時候
[40:13] 我心裡就在想
[40:14] 為什麼要出這種題目
[40:15] 因為浪費我時間
[40:17] 因為我的工作
[40:18] 我必須要把它解得很清楚
[40:19] 但實際上我一答
[40:20] 如果今天我沒有從事這個工作
[40:24] 純粹我自己投資來講
[40:26] 我根本連看都不想看
[40:28] 因為我覺得這個對臺股來講
[40:30] 並不會太大影響
[40:31] 結論我常常提到
[40:32] 你花心思去研究關稅
[40:34] 你不如把那個時間
[40:35] 去分析一下
[40:37] 現在AI的很多的那些關鍵點子
[40:40] 反而更需要理清
[40:41] 其實大家要想想
[40:43] 也許有的人是最近才進來股市
[40:45] 但有的人
[40:46] 例如說我跟米漢協理
[40:47] 我們在股市的時間
[40:48] 說實話比較長
[40:49] 那哪一任政府是什麼顏色
[40:51] 我們都有遇到
[40:52] 難道因為這個政府
[40:54] 不是你想要投的顏色
[40:55] 你就不做股票了嗎
[40:56] 你就覺得股市要完了嗎
[40:58] 不是這樣子的
[40:59] 我們要回歸到上市櫃公司
[41:01] 整體的產業有沒有一個發展性
[41:03] 有沒有獲利的成長性
[41:05] 整體的環境
[41:06] 到底對我們臺灣的產業的佈局
[41:08] 是不是有利
[41:09] 那現在可以說是
[41:10] 百年難得一見
[41:12] 是對我們很有利的一個情形
[41:15] 我覺得這個要承認
[41:16] 然後再來是
[41:17] 如果今天AI跟電子有利
[41:19] 而傳產也不弱了
[41:21] 這絕對是一個好的現象
[41:24] 這個你不需要因為喜歡誰討厭誰
[41:26] 就覺得某個產業永遠要完蛋
[41:28] 我覺得這個絕對不健康
[41:29] 一定是電子家傳產都變好的時候
[41:31] 就是一個最健康的一個狀態
[41:33] 所以我們常常講
[41:34] 就是論事的話
[41:35] 這樣是最好的
[41:36] 那另外剛剛好
[41:38] 我剛才有小小的回一個私訊
[41:40] 還是同樣的問題
[41:41] 我在年前
[41:43] 或者說其實也不止年前
[41:44] 有提醒大家
[41:45] 剛剛講到有很多熱門的個股
[41:46] 我想不用我贅述
[41:48] 敢追的就追上去
[41:49] 持有的可能就續報
[41:50] 因為賣出的話
[41:52] 我覺得大家就看
[41:53] 第一個是
[41:54] 如果您是用技術形態拍的
[41:56] 我覺得那就沒什麼好說的
[41:57] 你就按照技術形態
[41:58] 做買賣吧
[41:59] 對不對
[42:00] 那如果你是
[42:01] 基本面派的
[42:02] 說實話有很多可能
[42:03] 已經脫離你
[42:03] 本來對基本面的認知
[42:05] 那你可能就設一個停利點
[42:07] 如果你真的很怕
[42:08] 接下來會回檔的話
[42:09] 但設一個停利點呢
[42:10] 優缺點自然是
[42:12] 你有落袋為安
[42:13] 但你也可能賣飛
[42:14] 像我有不少股票
[42:15] 是賣飛的
[42:16] 可是呢
[42:17] 你也可以參考一件事
[42:18] 因為現在大多頭嘛
[42:19] 你可以先賣一部分
[42:20] 甚至如果你只有一張
[42:22] 你拆成零股賣都沒有關係
[42:23] 你就留著一個火種
[42:25] 在你的手上
[42:26] 那你就至少不會被剝奪感這麼的重
[42:29] 那剛剛有一個人是私訊問我說
[42:31] 我不停的提倡這個主動式ETF
[42:33] 讓他幫你來找熱門股
[42:35] 他也有買
[42:35] 那現在獲利超過20%了
[42:37] 要不要賣
[42:37] 好我必須講
[42:39] 像我對於這種波動性
[42:40] 可能比較高的產業
[42:42] 或者是商品好了
[42:43] 我確實覺得
[42:45] 也許你可以停利20%
[42:46] 我的意思是我常常舉例
[42:48] 你100萬的資本
[42:49] 你已經現在是120萬了
[42:51] 你確實可以考慮
[42:52] 把這個20萬的部分
[42:54] 要不要拿回來落袋
[42:55] 你也可以不要
[42:56] 因為可能100萬對你來說很少
[42:58] 或者20%對你來說
[42:59] 你覺得還不夠
[43:00] 因為像我來說
[43:01] 我之前在某些時候
[43:03] 確實有把比較積極的
[43:04] 科技型的基金
[43:05] 做所謂的20%停利
[43:07] 就是它漲到20%
[43:08] 我就停利拿回來
[43:09] 但我還是會續扣
[43:10] 只是也許高檔就扣
[43:12] 比較沒有那麼多
[43:13] 那這一波我必須講
[43:14] 我雖然有不斷的去買
[43:16] 這個所謂的主動式的ETF
[43:17] 但是我也是習慣
[43:19] 是大跌的時候才買
[43:20] 所以這幾天
[43:21] 我幾乎是沒有辦法有動作的
[43:22] 可是我也沒有打算
[43:23] 在這幾天就把它賣掉
[43:26] 的部位來說
[43:26] 我現在也沒有急需用錢
[43:28] 還是一個
[43:28] 等待佈局的狀況
[43:30] 也等於是我還在期待
[43:32] 米漢席裡講的
[43:33] 如果說今天
[43:33] 回答財報或什麼之後
[43:35] 到了三月四月
[43:36] 有比較明確的回答
[43:37] 我還是站在加碼方
[43:39] 對
[43:39] 我現在並沒有做
[43:40] 停利的需求
[43:41] 可是如果漲到這邊
[43:42] 你覺得心很慌
[43:43] 好不容易手上
[43:44] 有一些商品
[43:44] 都已經漲了二三十趴
[43:45] 你想要部分的
[43:46] 獲利了結
[43:47] 當然沒有問題
[43:48] 只要你能夠承受
[43:49] 後面你可能
[43:50] 有點賣飛了什麼
[43:51] 不要太有失落感
[43:52] 我覺得這些都是
[43:53] 非常非常的
[43:54] 符合你自己的需求
[43:57] 或是你要等到哪一天
[43:58] 你要大筆用錢的時候
[43:59] 再賣掉
[44:00] 也可以
[44:00] 所以我會覺得
[44:02] 不要跌也難受
[44:03] 漲也難受
[44:05] 好不好
[44:05] 跌和漲都難受
[44:07] 這樣子有什麼樂趣呢
[44:09] 應該跌的時候
[44:10] 要開心的想
[44:11] 哇
[44:11] 我要買的東西變便宜了
[44:13] 漲的時候開心的想
[44:14] 我果然撿對了
[44:16] 好不好
[44:16] 獲利的時候
[44:17] 就讓自己吃個好的
[44:19] 買個喜歡的東西
[44:20] 賣飛了就賣飛了
[44:22] 所以我覺得
[44:23] 大家不要讓自己
[44:24] 在那麼大多頭的市場
[44:25] 煩惱那麼多
[44:26] 也不要因為立場的關係
[44:28] 失去了賺這波大多頭的機會
[44:30] 我個人覺得
[44:32] 像投資人問這個問題
[44:34] 我講一句實話好了
[44:36] 我建議
[44:37] 你應該要了解自己的投資屬性
[44:41] 適合什麼
[44:42] 我們先過去就算了
[44:45] 我覺得你從這一次來試試看
[44:47] 我剛剛提到
[44:48] 現在看到的眼前最大的壓力
[44:51] 可能是從這個禮拜25號
[44:54] 這個之後
[44:55] 會打法術之後
[44:57] 他通常隔天會強行
[44:59] 那就一兩天結束之後
[45:00] 就開始壓回
[45:01] 那你先了解這個pattern
[45:03] 你自己看什麼時候去抓這個出場
[45:06] 那他可能在一週之後
[45:07] 又開始轉強
[45:09] 另外一個可以看到的
[45:11] 這個變化的部分
[45:12] 就是我剛剛提到
[45:13] 可能進入第二季之後
[45:15] 三月的下旬之後
[45:17] 整個就會慢慢轉淡
[45:18] 你如果心裡有這個
[45:20] 上下的這個關係之後
[45:22] 你自己試著
[45:23] 用這一次的角度試試看
[45:25] 你可能架構
[45:26] 不會差太多的情況下
[45:28] 你到底最後
[45:29] 能不能靠著這個波動
[45:30] 下去能夠賺
[45:31] 再高檔賣
[45:33] 在這個第一位階再買回來
[45:35] 你看看有沒有辦法
[45:36] 賺得到價差
[45:37] 還是你會發現
[45:38] 每一次呢
[45:39] 等到你一直要賣的時候
[45:41] 又出不了手
[45:42] 出不了
[45:43] 等到賣了之後呢
[45:44] 你又追不回來
[45:45] 我覺得說
[45:46] 你經過幾次
[45:48] 你就知道
[45:48] 你到底是應該乖乖抱著
[45:50] 還是要再去賺一點加差
[45:52] 所以經過幾次
[45:53] 大致上就會瞭解
[45:55] 另外我們再講一個問題
[45:57] 就是我自己觀點
[45:58] 就剛剛提到
[45:59] 如果真的不行
[46:00] 買主動型的ETF
[46:02] 剛剛提到
[46:03] 你也可以直接用ETF下去做操作
[46:05] 我覺得相對會比較公平
[46:07] 因為有時候
[46:08] 你剛剛我們講的節奏
[46:10] 你可能是抓對的
[46:11] 可是問題是你選錯股
[46:13] 就會導致你又跟那個指數不一樣
[46:15] 所以我們剛剛講的是一個指數的方向
[46:17] 你可以去用ETF下去操作
[46:19] 我剛剛講的邏輯
[46:20] 最後你再去抓
[46:21] 你看看高低點
[46:23] 你是不是你適合做短線操作
[46:25] 另外一個結論
[46:26] 長線我還是一直提到
[46:28] 就是說
[46:28] 我還是覺得
[46:30] 以臺灣來講
[46:31] 這一次
[46:32] 這個從23年到現在
[46:35] 這個AI的浪潮
[46:36] 真的是一個難得的機遇
[46:38] 我覺得
[46:39] 所以現在呢
[46:40] 剛好還走到半路上而已
[46:43] 哪怕
[46:43] 就算23季稍微休息
[46:45] 其實長線而言
[46:47] 我常常大家擔心AI泡沫
[46:50] 我常常講老實講這不太存在
[46:53] AI是不是來到高點
[46:55] 其實現在有點言之過早
[46:57] 因為現在AI應用也都還沒明顯的落地
[47:00] 我常常講
[47:01] 我覺得臺灣投資人
[47:03] 投資臺灣未來到底AI泡沫
[47:06] 還是這個AI的這個需求高點
[47:09] 什麼時候會誰先會來
[47:12] 我個人的觀點
[47:13] 我覺得真正最早進來的利空
[47:18] 是所謂的我們的敵人
[47:20] 就是現在硬體幾乎是我們臺灣通吃
[47:23] 除了剛剛提到
[47:24] 那些所謂PCB上游被日本吃了
[47:26] 記憶體被韓國吃了
[47:28] 其他全部都在臺灣
[47:29] 這個現象是
[47:31] 給我的觀念
[47:33] 我就會覺得這點複製當年的
[47:35] 這個瓶蓋股
[47:37] 也是全部都臺灣
[47:38] 剛開始也有一波大行情
[47:40] 後來日本進來了
[47:42] 韓國進來
[47:43] 中國進來每個人都進來
[47:45] 最後蘋果愛股慢慢也不太漲
[47:47] 現在講到蘋果愛股大家是怕得要死
[47:49] 所以我覺得這是一個過程
[47:51] 現在能夠臺股幾乎是吃到八九成的紅利
[47:55] 然後又有現在又在半路上
[47:58] 我只能說這個紅利真的大家要盡量多多把握
[48:02] 那後續記得一件我覺得AI泡沫要來的機率
[48:07] 以臺積電現在的本益比角度
[48:09] 我覺得根本沒有什麼太大的泡沫疑慮
[48:11] 你說高點
[48:12] 現在的這個所謂的
[48:14] 要落地應用還需要很久
[48:16] 我常提醒大家
[48:18] 後續要觀察的重點是
[48:20] 其他的競爭者到底是不是進來了
[48:23] 我反而覺得
[48:24] 我覺得以整個架構
