[00:00] 欢迎收听赵华谊股货载第1121集
[25:28] 我觉得未来就是小赚跟大赚的景气循环
[25:32] 它会比较像一般的电子产业
[25:35] 因为就大小年
[25:36] 我觉得会变成这样
[25:37] 就除非今天整体的景气是总经上面
[25:40] 非常非常的衰退
[25:42] 非常非常糟糕
[25:42] 可能会赚不了多少
[25:44] 可是你说会像以前一样变成大赔
[25:47] 我觉得几率已经变得很低了
[25:49] 对
[25:49] 其实我们只要看航运股就知道了
[25:52] 对没错
[25:52] 航运股也是
[25:53] 航運股以前就是標準的景氣循環股也改變了可是你現在的話它在前一波整个产业重新提升之后你现在再回去看
[26:04] 它就跟赵华讲的一样
[26:06] 要么大赚要么小赚
[26:08] 你要叫它赔钱营运
[26:09] 它是不愿意的
[26:10] 所以一旦记忆体产业
[26:12] 也尝过这个味道之后
[26:14] 我觉得它的状况
[26:15] 应该是不会
[26:16] 有太大的一个落差
[26:18] 就是要么就赚很多
[26:19] 要么就是小小的赚
[26:21] 你要我赔钱
[26:22] 供货给你
[26:23] 不可能
[26:23] 因为我底层的硬需求
[26:25] 已经往上去做提升了
[26:27] 好
[26:28] 那接下来呢
[26:29] 因为我们刚刚有提到
[26:30] 已经进入到这个
[26:31] 除息的旺季跟旺月
[26:33] 可是不是每个人都很喜欢股息
[26:35] 前几集有跟大家做一下分享
[26:38] 高股息最近的表现很好
[26:40] 高股息的表现很好
[26:42] 是因为他们里面的成分股
[26:43] 常常讲联发科联电
[26:45] 就是有些传统高股息
[26:47] 统统跑上来了
[26:48] 所以导致
[26:49] 应该不是说传统高股息
[26:50] 就是高股息的科技股
[26:52] 他们也沾上了AI的脚步
[26:54] 或是CPO的脚步
[26:56] 都大涨起来了
[26:58] 所以就造成
[26:59] 最近高估值的表现非常的好
[27:00] 可是有人不喜欢息
[27:02] 所以我们前几集有聊到说
[27:03] 有一些ETF
[27:04] 像前两天才出息的981
[27:06] 应该昨天吧
[27:07] 他就是告诉你
[27:08] 这一次全部由资本利得配出来
[27:11] 大家不要担心二代健保
[27:12] 也不要担心
[27:13] 明年报所得税的时候
[27:15] 这一笔会成为沉重的负担
[27:17] 然后很多半导体收益的
[27:19] 主动式的高息
[27:20] 他们可能都会把这个息
[27:23] 和资本利得做一些平衡
[27:25] 不会只拿息
[27:26] 所以呢
[27:26] 如果不想拿息呢
[27:28] 我们以前也常跟大家讲
[27:30] 不想拿息的话
[27:31] 其实基金的种类比较多
[27:33] 就是不配息的基金
[27:35] 其实比较多
[27:36] 然后我记得之前有档ETF
[27:38] 好像9816
[27:39] 对不对
[27:40] 他也是说不配息
[27:41] 就大家趋之若鹜
[27:42] 不要不用趋之若鹜
[27:45] 基金一坨
[27:46] 基金有一坨不配息的
[27:48] 所以我们
[27:49] 而且还会有这个像基辅通
[27:50] 我们的老朋友
[27:51] 就直接把它列成一个叫TESA级别
[27:54] 里面全部都不配戏
[27:56] 对没有错
[27:56] 直接帮你框起来
[27:57] 所以这边的话
[27:59] 谷也帮我们分享一下
[28:00] 这段时间
[28:01] 其实我自己在每一次下跌千点
[28:04] 或者是台股破月线的时候
[28:05] 我非常喜欢去捡ETF
[28:07] 或者是去加码扣我的基金
[28:10] 你的做法也是如此吗
[28:12] 其实我们的做法
[28:14] 要看第一个
[28:15] 看回涨的幅度够不够深
[28:17] 那我们像
[28:18] 我平常在投资的习惯
[28:20] 是这个样子
[28:21] 就是我们有自己的一个节奏
[28:24] 去投入到市场里面去
[28:26] 可是呢
[28:27] 一旦我决定要去做加码
[28:29] 那我要先看呢
[28:30] 当下市场的回档的幅度
[28:32] 有没有达到我的理想
[28:35] 你如果今天只有回档2% 3%
[28:37] 你跟我讲说进场去做加码
[28:39] 我是不愿意的
[28:40] 因为这样子
[28:40] 我的资金投入的效益并不高
[28:42] 所以呢
[28:43] 像之前台股的话呢
[28:46] 不是回挡了3000多点吗
[28:48] 那有很多的投资朋友
[28:50] 他把我问我说
[28:50] 老师这一波
[28:51] 你有没有去做加码的一个动作
[28:53] 台股跌了3000多点
[28:54] 然后我就跟他讲一件事情
[28:57] 那个请你帮我拿起你的计算机
[28:59] 我们从4600回挡3000多点
[29:02] 这个过程的话呢
[29:04] 折算成幅度
[29:05] 大概呢只有接近到7%左右
[29:08] 那只有回挡7%
[29:11] 其实跟我想要去加码的
[29:13] 这个幅度呢
[29:13] 还非常的遥远
[29:14] 像我平常如果要做加码的话
[29:17] 如果让我自己手动投入
[29:19] 我可能会选择至少要回档10%以上
[29:22] 我突然想到基布通有个低档自动扣
[29:24] 对
[29:25] 我们那时候说是几%扣最好
[29:28] 是5%吗
[29:30] 大概是5% 6% 7%左右
[29:33] 对嘛 那7%可以了
[29:34] 可是那个是系统自动帮我扣
[29:37] 而且它的机制不太一样
[29:39] 它的机制的话
[29:40] 它是计算
[29:42] 今天跟过去的20天
[29:44] 然后去看这两个日期
[29:47] 它的回档修正的幅度
[29:49] 不愧是古鱼
[29:50] 鱼的记忆力不是只有7秒
[29:52] 我们对这一档产品
[29:54] 印象非常的深刻
[29:56] 因为为什么
[29:57] 因为其实第一个就是说
[29:59] 它加码的机制
[30:00] 它是有经过大学的教授
[30:03] 他去做一些相关的研究报告之后的话
[30:06] 他就提出了这个数据
[30:08] 我要帮投资人达到最好的加码效率的话
[30:11] 其实就是间隔20天
[30:13] 然后回档的幅度
[30:14] 大概5% 6% 7%这个区间
[30:16] 我的整个的加码效率是比较好的
[30:19] 可是它有一个问题是什么
[30:21] 你要叫投资人自己去算
[30:23] 很麻烦
[30:24] 而且它也不见得能够
[30:26] 马上查到20天前的数据是什么
[30:29] 所以基富通
[30:30] 它在平台内非常的贴心
[30:32] 它做出了一个
[30:33] 低档自动扣的一个功能
[30:35] 你只要有去开启这样子的一个功能
[30:38] 它只要符合条件
[30:40] 他就帮你做自动扣款的动作
[30:42] 而且呢
[30:42] 他有个地方很特殊
[30:44] 他可以帮你做到连续扣
[30:46] 也就是说
[30:47] 你如果今天符合
[30:48] 明天符合
[30:49] 后天符合
[30:50] 大号天符合的话呢
[30:51] 事实上呢
[30:51] 他是可以让你设定
[30:53] 他连续一直扣下去
[30:54] 就是让你在低档的这个
[30:56] 时间点里面的话呢
[30:58] 有机会呢
[30:59] 让你手中的部位
[31:00] 往上提升
[31:01] 那这样子
[31:02] 你最后的一个投资的效益
[31:04] 是会比较好的
[31:05] 那我TISA级别的基金
[31:07] 是可以搭配这个自动扣
[31:08] 对不对
[31:09] 当然啊
[31:10] 那就不就双剑合璧
[31:11] 这个不只是双剑合璧
[31:14] 因为我们在投资的过程里面
[31:17] 有很多人
[31:18] 他慢慢的去注意到
[31:21] 这个台股的基金
[31:23] 绩效好像比想象中的好很多
[31:26] 我跟你讲这个事情
[31:27] 还是我自己从那种
[31:29] trade上面看来的
[31:30] 对对对
[31:30] 就是那时候主动市ETF很夯
[31:32] 就规模又涨得很大
[31:34] 一下子981A就2000亿
[31:36] 然后推出来的新的403A
[31:38] 也是同门师兄弟
[31:39] 一下就也是2000亿这样子
[31:41] 大家都是这样2000亿的时候
[31:43] 大家就想说
[31:44] 那为什么以前基金市场
[31:45] 都没有成长那么快
[31:47] 昨天我听到一个数字
[31:48] 现在所谓的这种基金
[31:50] 因为其实ETF也是基金
[31:51] 只是挂在台股市场交易
[31:52] 总共13兆
[31:54] ETF就占9兆
[31:56] 可是基金市场发展那么久
[31:58] 对不对
[31:59] 所以后来我就在翠上面看到
[32:02] 有人说突然发现
[32:03] 因为小额就可以买
[32:04] 两三千块就可以买基金了
[32:06] 发现基金的绩效更好
[32:08] 所以还有人写信来问我
[32:09] 他就跟我说
[32:10] 赵华到底是持股
[32:12] 要让人家看光光比较好
[32:13] 还是一个月看到一次比较好
[32:16] 他们觉得基金比较不透明
[32:18] 因为没有那么快
[32:19] 每天展露持股
[32:20] 反而可以安心专心操盘
[32:23] 所以基金的绩效比主动CTF好
[32:25] 你的观察呢
[32:26] 我们的观察是这个样子
[32:29] 我们先从数字的角度
[32:31] 来解释这个问题
[32:32] 因为事实上呢
[32:34] 我们过去在投资
[32:35] 大家都讲说
[32:36] 我就买市值型跟着大盘
[32:38] 赚这一波就好了
[32:40] 所以在一开始主动式ETF推出的时候
[32:44] 大家还想说主动式又怎样
[32:46] 我继续抱着我的大盘
[32:48] 就可以赚很多
[32:49] 我想要帮各位揭露一个非常有趣的资料
[32:53] 这个资料的话
[32:55] 我来跟各位讨论一下
[32:56] 我们的加权指数
[32:58] 我们的主动式ETF
[33:01] 我们的台股基金
[33:03] 甚至今天被列为TESA级别的这些基金
[33:07] 它到底今年以来的绩效表现是如何
[33:11] 我们先来看加权指数的部分
[33:13] 今年以来它的绩效的话
[33:15] 大概交出了58.2%
[33:18] 不错哦
[33:19] 有超过五成还得了
[33:21] 可是主动式的ETF
[33:25] 这个数字列出来的时候
[33:26] 大家口水流满地
[33:28] 因为它交出了多少
[33:29] 他交出了74.7%的绩效
[33:33] 造华
[33:34] 我买加选指数赚了58
[33:37] 我买主动式ETF的话
[33:39] 可以赚到74.7%
[33:41] 这个你在选择上
[33:43] 你会怎么去做选择
[33:44] 就all in主动式ETF
[33:46] 就all in主动式的嘛
[33:47] 但是呢
[33:49] 我们有些数字还没有跟你念完
[33:52] 你不要太快做决定
[33:54] 那我们再跟各位念一下
[33:56] 台股基金的部分
[33:57] 大概是多少呢
[33:59] 是83.8%
[34:01] 哇
[34:01] 好
[34:02] 所以崔上讲的是真的
[34:04] 哇天啊
[34:05] 没有想到啊
[34:06] 这个台股基金的绩效
[34:07] 如此的猛烈啊
[34:09] 对不对
[34:09] 崔上讲的是真的
[34:10] 而且我们以前常常分享
[34:12] 是他的门槛低
[34:13] 就进入的门槛
[34:14] 就是小资最适合
[34:16] 对对对
[34:17] 那如果到这边的话呢
[34:19] 你的口水已经流满地
[34:20] 那个脑袋受到强烈冲击的话
[34:22] 我再告诉你
[34:23] 另外一个更惊人的数字
[34:25] 好的
[34:25] 这个TESA的台股基金啊
[34:28] 今年以来的话呢
[34:29] 总共交出了87.1%
[34:31] 那你有没有发现
[34:33] 在这个过程当中
[34:35] 当你满足了
[34:36] 加权指数绩效的时候
[34:38] 结果你转头一看
[34:39] 哎呦
[34:39] 主动式更猛哦
[34:41] 那你拥抱主动式的时候
[34:43] 再转头一看
[34:44] 你发现
[34:45] 哎呦
[34:45] 台股基金好像再更猛一点哦
[34:48] 但是没有想到
[34:50] 后面真正的大魔王
[34:51] 在什么地方
[34:52] 后面真正的大魔王
[34:53] 竟然是我们过去
[34:54] 一直帮投资朋友
[34:55] 一直推广的基富通
[34:57] 他帮各位选出来的这些TESA的台股基金
[35:00] 他整体的表现非常的优异
[35:02] 非常的一个惊人
[35:03] 所以为什么他能够有这么优异的一个表现呢
[35:08] 其实是这个样子的
[35:09] 在台股的市场当中
[35:12] 那个基金事实上是有上千档
[35:16] 可是你今天能够透过我们的基富通的平台
[35:20] 严选之后
[35:21] 被他冠上TESA这四个英文字的
[35:25] 那他代表的是什么
[35:27] 它代表的话呢
[35:28] 它有通过了一些
[35:30] 它的一个发行的绩效的认可
[35:34] 比如说它发行的时间的话呢
[35:36] 至少要三年以上嘛
[35:37] 那你至少呢
[35:38] 要五亿以上的一个规模
[35:40] 那更重要的是呢
[35:42] 它要通过一些国外评鉴机构的认可
[35:45] 比如说呢
[35:46] 你的一些诚心的评级啦
[35:47] 或是李博的一个评级啦
[35:49] 甚至呢
[35:50] 在一些三年期的一些
[35:52] 下浮指数的部分
[35:54] 都要符合一定的水准之后
[35:57] 他才能够去冠上TESA的这个标签
[36:00] 让投资朋友在基辅通的平台里面
[36:03] 可以来做一个选择
[36:04] 所以你可以去思考一个问题
[36:06] 你今天看到TESA的这个
[36:08] 标在前面的这些基金
[36:10] 除了第一点
[36:12] 他一定都是不配息的
[36:14] 那不配息的基金
[36:16] 就是你的钱一直在里面滚动
[36:18] 当然你的长期累积的绩效
[36:20] 本来就是最好的
[36:21] 然后第二个的话
[36:22] 就是它已经是经过专家严选之后的一个结果了
[36:27] 所以其实投资朋友
[36:28] 你以前在选基金的时候很容易迷茫
[36:31] 哇我进到市场里面上千档
[36:33] 到底哪一档好
[36:34] 到底要选谁
[36:35] 常被问这个问题
[36:36] 对可是你今天如果进到基普通的平台里面
[36:39] 你不知道怎么选
[36:40] 很简单
[36:41] 先帮我找TISA字眼标在最前面的这些基金
[36:46] 这些的话就是人家已经帮你筛选过
[36:48] 它的体质跟它的一个绩效评鉴
[36:52] 都是得到高度认可的
[36:54] 才能够去冠上这样子的一个字眼
[36:56] 那这样子的话
[36:57] 你在选择的过程当中的话
[36:59] 我想整体的难度
[37:00] 就可以大幅度的下降
[37:02] 好 我们等一下会来跟大家分享
[37:04] TESA里面有哪一些
[37:05] 其实是耳熟能详
[37:06] 或者绩效非常积极的
[37:08] 因为赵华是积极派
[37:09] 它里面就有
[37:10] 但是这边也要跟大家讲一下
[37:12] 很多人说我买ETF是以为
[37:14] 这个交易的手续费
[37:15] 内扣费用会比较低
[37:16] 基金比较高
[37:17] 不过刚好
[37:18] 这就是基普通厉害的地方
[37:20] TESA级别的基金
[37:21] 用这样的方式来投资
[37:23] 他帮大家省了非常多的经理费跟管理费
[37:26] 对
[37:26] 其实我们以前比较少去谈台股的基金
[37:32] 为什么我会少谈呢
[37:34] 因为以前我们去买基金的时候
[37:36] 他的通路是放在银行端
[37:40] 你知道吗
[37:41] 这个银行端
[37:43] 他在你交易的过程当中
[37:45] 他会跟你狠狠的
[37:47] 刻一笔手续费
[37:48] 你知道这个手续费是多少吗
[37:51] 这个手续费啊
[37:52] 少说都有3%起跳
[37:54] 那有一些
[37:55] 有银行业的朋友听
[37:55] 不要生气气
[37:56] 对
[37:57] 然后呢
[37:58] 他在
[37:58] 某些比较特殊的产品上面
[38:02] 甚至他会跟你呢
[38:03] 要收到5%以上
[38:05] 你知道吗
[38:06] 我以前去银行端
[38:07] 要去买基金的时候啊
[38:08] 他还曾经问了我一个问题
[38:10] 你有钱吗
[38:11] 因为我那时候
[38:13] 你有钱吗
[38:14] 因为我那时候要在银行端
[38:16] 去买国外的指数
[38:18] 然后呢
[38:19] 那个指数的话
[38:20] 他网页上面没有写门槛
[38:23] 他说要现场询问
[38:25] 我就跑去现场询问
[38:26] 结果呢
[38:27] 他们的经理啊
[38:29] 看到我要买这档基金
[38:30] 他第一个就问我说
[38:32] 这位先生
[38:33] 请问你有足够的钱
[38:34] 去买这档产品吗
[38:36] 因为按照我们银行的规定
[38:38] 你至少呢
[38:39] 一个单位要拿50万出来
[38:41] 才能够呢
[38:42] 開始做這方面的一個投資
[38:44] 他們沒有認出你是
[38:46] 不好意思我那時候剛上班而已
[38:48] 哈哈哈哈
[38:50] 我那時候才剛上班而已
[38:52] 所以我那時候內心受到非常大的一個大擊對但是呢這也反映到一個事實就是說當我這個產品放在银行端的时候他的一个手续费事实上是非常沉重的
[39:04] 那这也造成说
[39:05] 很多人在评价台股基金的时候
[39:08] 都会呢
[39:09] 根据他的一个高额的手续费
[39:11] 然后给出一个结论
[39:12] 我手续费一开始
[39:13] 就付了这么多出去
[39:15] 那我长期的绩效
[39:16] 当然是不会好
[39:17] 可是啊
[39:18] 自从在台湾
[39:21] 推出基富通这个平台之后
[39:23] 就像刚刚赵华讲的
[39:25] 这些的问题在一瞬间
[39:28] 全部都被抹平掉了
[39:30] 比如说像这个手续费的一个部分
[39:33] 你在银行端去买这些台股基金
[39:35] 你的手续费可能会被收3到5%
[39:37] 可是今天你在基普通的平台里面
[39:40] 这些买卖的手续费 交易税
[39:43] 它绝大部分都帮你降到了一个
[39:46] 令人乏指的程度
[39:49] 你知道为什么我们说乏指吗
[39:51] 因为几乎都降到了0
[39:52] 真的这真的很惊人
[39:54] 这也是我越来越依赖这个平台的原因
[39:56] 对也就是说以前你在看基金
[39:59] 你会因为呢
[40:00] 绩效很大一部分
[40:02] 在前期手续费就被收走了情况之下
[40:05] 你会不愿意去买基金
[40:07] 因为很简单
[40:08] 以前我在买基金的时候
[40:09] 我假设这一笔我是敲十万进去
[40:12] 可是我什么都还没有做
[40:14] 我就付了五千多块的手续费出去
[40:17] 你会觉得心有不甘
[40:18] 我只是在平台上面点个交易的动作
[40:21] 五千块就不见了
[40:22] 那还得了啊
[40:23] 可是你现在在基股通的平台里面去做交易
[40:26] 请问你有付出手续费吗
[40:27] 几乎没有
[40:29] 也就是说呢
[40:30] 这中间最大的这个障碍
[40:32] 在一瞬间
[40:33] 它就被抹平掉了
[40:35] 那当然了
[40:36] 手续费没有之后
[40:37] 接下来的话就是金管费的部分
[40:40] 那金管费啊
[40:42] 我们放在同一个角度上面来看
[40:45] 我们应该比较台股基金跟主动式的ETF
[40:49] 它到底呢
[40:50] 在金管费的这一块
[40:52] 到底差了多少
[40:53] 我跟你说
[40:54] 只要呢
[40:56] 他是放在基富通的平台
[40:57] 挂上TESA基金的
[40:59] 他整体的这些金管费的话呢
[41:02] 比主动式ETF还要低啊
[41:05] 他大概呢
[41:06] 还要在低0.5到0.6%左右的一个水准
[41:10] 也就是说
[41:11] 你原本呢
[41:12] 以为你去投资主动式的ETF
[41:15] 他的一个费用率的话呢
[41:17] 可能会比传统的台股基金来的低很多
[41:19] 而且一样是有经理人
[41:21] 帮你做操盘的一个动作
[41:22] 我要跟你讲
[41:23] 你这个观念不一定是正确的
[41:26] 你如果今天呢
[41:27] 把你投资的这个行为
[41:29] 放在基富通的平台里面
[41:31] 去选他里面的TISA基金的话
[41:33] 事实上呢
[41:34] 他整体的这些金管费的费用啊
[41:36] 会比你去买主动式的ETF
[41:39] 还要来得低
[41:39] 而且低了0.5%
[41:41] 我觉得这个是
[41:41] 一个非常惊人的一个成就啊
[41:45] 因为等同是说
[41:46] 这个平台啊
[41:48] 他是不是在做赔本生意啊
[41:50] 你刚才跟我想的一样
[41:52] 我每次听完基富通的一些功能
[41:55] 或是像这样帮大家
[41:56] 把这个TESA级别筛出来
[41:58] 又降费用的时候
[41:59] 我想那到底在赚什么
[42:00] 其实我一直内心有这个疑问
[42:03] 你知道吗
[42:03] 是不是我们下次的话
[42:04] 应该请平台的负责人
[42:06] 来帮我们解释一下
[42:07] 你今天呢
[42:08] 你把银行端给干掉了
[42:10] 那你又把那些呢
[42:12] 投信的金管费也给砍掉了
[42:15] 那请问你到底在这个平台
[42:17] 运转的过程中
[42:18] 你到底在赚什么
[42:19] 我不是有常跟大家分享
[42:20] 就是我自己投信副总的好朋友
[42:23] 他都在基富通买基金
[42:25] 就是他们家自己的
[42:26] 他也是在基富通买
[42:27] 对因为你在基富通里面买的话呢
[42:30] 真的是对投资朋友来讲的话
[42:32] 在整体的费用率上面
[42:34] 具有很大的一个优势
[42:35] 那你既然费用率被吃的少
[42:38] 那其实你长期累积下来的
[42:40] 一个绩效呢就会好很多
[42:42] 这是呢我们为什么过去呢
[42:44] 只要谈到你要去买
[42:46] 基金相关的一个产品的话呢
[42:48] 首先会跟各位推荐基富通的原因
[42:51] 就在这个地方
[42:52] 好 而且呢
[42:53] 我们看到很多ETF挂牌的时候
[42:54] 就会告诉你
[42:55] 小资甜甜价十元挂牌
[42:57] 一张只要一万块
[42:58] 但是如果是买基金
[43:00] 一千块就可以开始了
[43:02] 对
[43:03] 最低最低一千块
[43:04] 当然一千块你可能效益不一定大
[43:06] 但是对于想开始的人来说
[43:08] 不管年纪是老是小
[43:10] 是菜篮族
[43:11] 收入是高是低
[43:12] 我觉得它都是一个很大的鼓励
[43:14] 对不对
[43:14] 甚至是学生都可以考虑从基金开始
[43:17] 那我们刚刚有提到
[43:19] 里面有一些基金
[43:21] 其实是大家耳熟能详的基金
[43:23] 也是比较帮大家会积极赚钱的基金
[43:26] 对
[43:26] 事实上我们在看这个基富通
[43:29] 他近期的一个绩效的清单
[43:32] 我们整个把它列出来之后
[43:34] 你会发现说
[43:35] 这些绩效表现良好的基金
[43:38] 这个非常的吓人
[43:40] 他整体的绩效的话
[43:43] 大概都能够来到九成以上的一个水准
[43:46] 今年以来已经九成了
[43:49] 这个是以单笔来计算
[43:51] 定期定额也许没那么高
[43:52] 但还是蛮亮眼的
[43:53] 但是你单笔投入绩效好的话
[43:56] 你定期定额的话
[43:57] 自然也不会差到哪里去
[43:59] 所以我们来帮各位
[44:01] 简单的介绍一下
[44:02] 这些TISA级别的基金
[44:04] 到底有哪一些
[44:05] 在今年以来帮大家赚进了
[44:08] 非常好的一个绩效表现
[44:09] 而且各位请帮我注意一下
[44:11] 现在根本年还走不到一半
[44:14] 年还没有走到一半
[44:16] 对
[44:17] 还没到六月底呢
[44:18] 就已经帮各位赚了
[44:19] 接近九成的一个绩效
[44:21] 难道这些产品
[44:22] 不值得你好好的去研究一下吗
[44:24] 比如说呢
[44:25] 像有一档的话呢
[44:27] 绩效今年非常强的
[44:28] 这个斯罗德台湾乐活中小基金
[44:31] TESA类型
[44:31] 一看到中小就知道了
[44:33] 对
[44:33] 那今年以来的话呢
[44:34] 赚了142个percent
[44:36] 怕死人啊
[44:37] 142个percent
[44:39] 那还有另外几档的话呢
[44:41] 它其实绩效表现也是不错的
[44:43] 比如说像呢
[44:44] 元大台湾高股息优质龙头基金
[44:46] 这个也大概也赚了112个percent左右
[44:49] 他虽然诉求高股息
[44:50] 但是他是自动把你把息就放回去了
[44:53] 没有发嘛
[44:54] 对不对
[44:54] 对对对对对
[44:55] 那他的话呢
[44:56] 主要也是针对那个龙头全职股的部分
[44:59] 去帮你做投资
[45:00] 事实上这个产品的话呢
[45:02] 我们在很早以前也有介绍过了
[45:04] 他呢
[45:05] 虽然挂着高股息
[45:06] 可是呢
[45:07] 他又不完全是一档高股息的一个产品
[45:09] 甚至非常特殊
[45:11] 各位有兴趣可以去研究一下
[45:13] 那其他还有很多呢
[45:15] 各位比较常听到的
[45:17] 比如说像永丰的中小基金啊
[45:19] 或是呢
[45:20] 凯基的台湾金武门基金
[45:22] 金武门还蛮有名
[45:23] 因为他名字那时候取的
[45:24] 我觉得很有趣
[45:25] 对对对
[45:25] 金武门
[45:26] 那还有说
[45:27] 比如说像什么野村的优质基金啊
[45:31] 那里面的话呢
[45:32] 有一档啊
[45:33] 今年的瞩目度非常的高啊
[45:35] 谁
[45:35] 像你不是经常在翠上面
[45:37] 一直滑人家
[45:38] 看人家到底在讲些什么
[45:40] 有的没的吗
[45:41] 那你在潜水的过程当中
[45:43] 你帮我注意看
[45:44] 今年呢
[45:45] 富华有一档基金啊
[45:47] 不知道为何
[45:48] 突然受到了各大脆友的
[45:51] 极力的追捧
[45:52] 是不是有杨王军
[45:53] 好没有
[45:54] 这一档的话呢
[45:55] 叫做富华的全方位基金
[45:57] 是不是跟991比啊
[45:59] 因为991很夯啊
[46:00] 没有
[46:01] 因为呢
[46:01] 某位知名的经理人跳槽
[46:03] 有有有
[46:04] 我有看到大家讨论
[46:06] 对对对
[46:06] 跳槽到这一档基金里面去的话呢
[46:09] 结果呢
[46:10] 顺手就交出了一波
[46:12] 还不错的绩效表现
[46:13] 所以这一档基金的话
[46:15] 在翠的讨论度上面的话
[46:19] 事实上也是非常的居高不下
[46:21] 其实我们在上面列的这些
[46:24] 我非常想说
[46:26] 把所有的基金都念一遍
[46:28] 给各位听一遍
[46:29] 不过我们这个Podcast的话
[46:33] 主要也不是在介绍
[46:34] 这些相关的一个产品
[46:36] 比较特殊的
[46:37] 我们大概挑出来
[46:38] 念给各位参考
[46:39] 其他的部分的话
[46:41] 我觉得各位可以直接进到
[46:43] 基富通的平台里面
[46:45] 去做查询的一个动作
[46:46] 它里面的话
[46:47] 有非常完整的一些
[46:48] 基金体检的功能
[46:50] 基金排名的功能
[46:52] 还有基金比较的一个功能
[46:53] 可以方便各位去找出
[46:56] 你心中理想的那一档基金
[46:58] 其实我觉得基富通
[47:00] 一路走来不容易
[47:01] 因为他刚刚就讲了
[47:03] 例如说大家以前
[47:03] 可能习惯在银行买基金
[47:05] 也有人可能直接杀到头信
[47:07] 去问怎么买他们家的基金
[47:09] 诸如此类
[47:10] 它等于整合了很多很多的功能
[47:12] 然后各家的基金
[47:13] 现在应该超过5000档产品
[47:15] 在这个平台上可以买到
[47:17] 还要降管理费
[47:18] 还要降手续费
[47:20] 就是不能倒
[47:21] 那也有APP
[47:25] 也有官方网站
[47:26] 像我最早是在官方网站上面下单
[47:29] 我还是比较习惯操作这个电脑系统
[47:32] 但是也有APP
[47:33] 所以如果习惯用手机的朋友
[47:35] APP也下载起来
[47:36] 两个管道都可以
[47:38] 我跟你讲像之前
[47:39] 因为我会扣基富通款
[47:41] 像的是某个某大行库的银行
[47:44] 然后那时候我要买房子的时候
[47:46] 我就把基金都赎回
[47:47] 然后把那个户头都清空
[47:49] 去付了那个头期这样子
[47:51] 可是后来我就又把钱
[47:53] 赶快再存回去
[47:53] 赶快再存回去
[47:55] 越存越多越存越多
[47:57] 就是要来扣这个基金
[47:58] 所以我觉得大家认识一下
[48:00] 基富通这个平台
[48:01] 我想已经非常多人在上面使用了
[48:03] 更要认识一下TESA级别的基金
[48:06] 它的好处跟优点
[48:08] 像我这种非常喜欢追求绩效
[48:11] 我也不太想要因为洗导致瞌睡的人
[48:13] 然后是非常适合的
[48:15] 尤其如果还是小资族的话
[48:17] 就更为适合了
[48:18] 那事实上在肌肤通的平台里面
[48:22] 它不是说只有帮你把整个费用率
[48:25] 尽可能砍到最低
[48:27] 它里面的话
[48:28] 还有很多非常强悍的配套的功能
[48:31] 比如说我们在刚刚有讲到了
[48:33] 它有一个低档自动扣的功能
[48:35] 它就是等同
[48:36] 协助你在一个价格比较低档的时候
[48:40] 透过连续性的扣款
[48:41] 帮你累积更多的一个单位
[48:43] 那你在执行这个
[48:45] 所谓的微笑曲线的过程当中
[48:47] 你后面的一个绩效
[48:48] 可以有加速成长的一个空间
[48:50] 除此之外
[48:51] 还有一个特殊的功能
[48:54] 非常受到现在年轻投资朋友的一个欢迎
[48:58] 什么
[48:59] 这个功能叫做基金借贷的功能
[49:02] 好像有一次我们有聊过这个事情
[49:04] 对
[49:05] 那其实以前呢
[49:06] 我们谈到借贷
[49:07] 大概都只是锁定在像股票啦
[49:11] 或是像ETF啊
[49:12] 你可以去做质押的一个动作
[49:14] 现在质押费用也越来越
[49:16] 利率越来越高了
[49:17] 对
[49:17] 因为还是要做一些风险上面的控管嘛
[49:20] 但是呢
[49:21] 从来都没有人想过啊
[49:23] 有人会拿基金去做质押的一个动作
[49:25] 因为以前没有开放这个功能嘛
[49:28] 对不对
[49:29] 可是呢
[49:29] 基富通的平台的话
[49:31] 我觉得他非常勇于去
[49:33] 做一些金融上面的创新
[49:35] 那在这个部分的话
[49:37] 他跟元大政经
[49:39] 有一个非常密切的合作
[49:40] 然后推出了一个
[49:42] 基金借贷的功能
[49:44] 也就是说
[49:44] 你在基富通的平台里面
[49:46] 假设你买了
[49:48] 基金相关的一个产品
[49:49] 可是你如果临时
[49:51] 有一些资金上面的一个需求
[49:53] 以前你能够怎么做
[49:55] 你以前只能够
[49:56] 把你手上的部位卖掉
[49:57] 你才能够把钱换回来
[50:00] 才能够去做一些其他的事情
[50:01] 可是现在
[50:02] 完全都不需要了
[50:04] 你如果还非常看好
[50:06] 你手中的这个部位
[50:07] 觉得说呢
[50:08] 我今天资金的需求
[50:09] 只是一个短期的
[50:10] 甚至呢
[50:11] 我只是想要呢
[50:12] 针对我现有的部位
[50:13] 我看好它
[50:14] 我想去做杠杆的话
[50:15] 在基辅通的平台里面
[50:17] 它就有这个所谓的
[50:18] 基金借贷的功能
[50:19] 可以直接的满足
[50:21] 你这方面的需求
[50:22] 你不需要动到
[50:23] 你原本的一个部位
[50:24] 你就可以能拿到
[50:25] 你想要的一个资金
[50:28] 来做一些
[50:29] 其他相关的一个运用
[50:30] 我觉得这个部分的话呢
