[00:00] 欢迎收听赵华宇股货载第1108集
[22:19] 不是主动型
[22:20] 是谁
[22:20] 像0052这一种的
[22:22] 你说一天这几天没有大涨
[22:24] 对
[22:24] 但它第二全重大的鸿海
[22:26] 第三全重大的发哥是好的
[22:28] 所以它最近就涨这些
[22:30] 所以0052在今天
[22:32] 它叫富邦科技
[22:34] 今天整体科技股在动的时候
[22:36] 占全重的
[22:37] 它就相对吃香
[22:38] 所以不管大家今天配置在
[22:40] 所谓市值型
[22:41] 或这种科技型
[22:42] 或者是主动型
[22:43] 都会有收获
[22:44] 我觉得这就是在台湾
[22:45] 现在很得天独厚的一个地方
[22:48] 那当然台积电
[22:49] 我们这几天也一直强调
[22:50] 它就显然在过程中
[22:53] 我觉得它现在有点小瓶颈
[22:54] 可是不代表以后不好
[22:56] 但是现在先把空间让出来
[22:58] 也不错
[22:58] 你看台积电不用大涨
[23:00] 台股就可以涨一千多点了
[23:01] 所以这个
[23:02] 哇 未来是很可期
[23:04] 如果台积电也动起来的话
[23:05] 而且昨天有谣言
[23:06] 说这个SpaceX砍单
[23:08] 我说它哪有砍单
[23:10] 它只是没有最佳订单
[23:11] 我从年初就讲了
[23:12] 我說後面來緊接著要產能的是Amaron
[23:15] 並不是Space S
[23:17] 但是Space S 6月就是要掛牌
[23:19] 所以台灣在風行什麼
[23:21] 在風行認購Space S IPO
[23:23] 就是
[23:24] 我知道啊
[23:25] 我上次有回答一個朋友
[23:27] 他說因為要認購
[23:27] 他要層層被剝削
[23:29] 就是不是直接有認購的管道
[23:31] 就要付委託再付委託
[23:32] 然後他就問我值不值得
[23:34] 我說這件事情沒有值不值得
[23:36] 只有想不想要
[23:36] 不是
[23:38] 因為你要
[23:38] 因為你沒有別的管道
[23:40] 對
[23:40] 如果你要比較直接
[23:41] 你現在就到美國開個證券戶
[23:43] 你就可以直接去認嘛
[23:45] 如果你沒有
[23:46] 人家願意給你這個機會讓你認
[23:48] 其實他還是有很多的限制喔
[23:50] 就是說你自然而然你要有3000萬的資產
[23:52] 你股票交易要有多少的規模
[23:54] 他才要讓你買
[23:55] 不是隨便便想買就能夠買
[23:57] 所以我說只有想不想要
[23:59] 有的人買東西不是為了說
[24:01] 你覺得他以後真的會暴漲幾倍
[24:03] 就是你現在很想要啊
[24:04] 所以你看昨天華東跌下去
[24:06] 今天又漲上來了
[24:07] 就告訴你其實
[24:08] 市場上喔
[24:09] 有時候在震盪的時候
[24:10] 小到的坏消息就会跑出来
[24:13] 对
[24:13] 但是其实等到市场稳定之后
[24:15] 感觉那些妖魔鬼怪又不见了
[24:18] 是
[24:18] 所以我觉得听我们的好处是这样子的
[24:20] 我们不见得会鼓励大家追什么
[24:22] 可是我们最喜欢的是
[24:24] 他现在在落难
[24:25] 真的没事
[24:26] 对
[24:26] 真的没事
[24:27] 就像我想现在大家可能
[24:29] 对CPU相较之下
[24:30] 开始没信心了
[24:31] 没信心
[24:32] 我反而觉得
[24:34] 好机会
[24:34] 对
[24:35] 好机会
[24:36] 要不要介入看个人
[24:37] 因为也许你的资金会变成没有效率
[24:39] 好
[24:40] 但是
[24:40] 我觉得他在下半年
[24:42] 一定会找机会
[24:43] 把棒子接回来
[24:44] 对
[24:45] 这个是我觉得可以确定的
[24:47] 如果你不喜欢
[24:47] 在各股汉产业里面
[24:48] 货就是只好买
[24:50] 所谓的ETF来处理
[24:51] 那像昨天这个所谓
[24:53] 这个232条款关税底定
[24:55] 汽车关税
[24:55] 我记得是变成
[24:56] 零组件关税15%
[24:57] 底定下来
[24:59] 当然对于这个汽车零组件
[25:00] 过去一颗闷的状态
[25:03] 就大土闷气
[25:04] 那当然
[25:05] 我就觉得来宾也很厉害
[25:06] 大家就去找
[25:07] 其实有很多的公路元件
[25:09] 二集体元件
[25:10] 他们有做车用市场的
[25:11] 现在就变成AI有切进去
[25:13] 又有车用的复苏
[25:15] 开开心心
[25:16] 又天外飞来一个助力
[25:18] 我觉得这也蛮有趣的
[25:20] 这些都是很奇妙的
[25:23] 而且是往正向发展的一些利多
[25:25] 到台湾来
[25:26] 没错
[25:26] 像你今天很多什么
[25:28] 像什么强茂啊
[25:30] 排办啊
[25:31] 其实他们就卡在这一块
[25:32] 然后蓬城啊
[25:33] 然后像昨天
[25:34] 其实很多汽车影视界
[25:35] 也涨了第一根
[25:36] 今天又涨第二根
[25:37] 我觉得昨天可能很多没上车啦
[25:39] 因為他是一開盤就一制作
[25:41] 對 所以很多
[25:41] 昨天我覺得啦
[25:42] 主力當中可能昨天就
[25:44] 你會考慮嗎
[25:45] 一大早就進去
[25:45] 你會考慮嗎
[25:46] 汽車林的
[25:48] 我個人是有看到一家
[25:50] 很特殊的公司
[25:51] 就是有一家做那個
[25:53] 就是鋁合圈鍛造的公司
[25:55] 你說誰
[25:56] 巧心
[25:57] 巧心 巧心昨天漲停盤
[25:59] 他其實在這個事件之前
[26:01] 他就已經默默地漲上來
[26:03] 所以我覺得
[26:04] 這個東西對他是加分
[26:06] 可是我覺得他真的在漲的原因
[26:07] 可能不是這個
[26:08] 可能还有其他的
[26:10] 那我稍微去搜寻了一下
[26:11] 好像看到他有切入半导体
[26:13] 不得了
[26:14] 做铝合金的居然去切入半导体
[26:18] 那我觉得这就是一个新的事业的亮光
[26:21] 所以我觉得当然大家就可以去follow一下
[26:24] 追追看这家公司的基本面的状况
[26:28] 看看从外面的形态
[26:29] 好然后风策股还是很猛
[26:32] 像我看到今天奇邦
[26:33] 没有我在看上柜上市的涨幅
[26:35] 当然一夜都涨停
[26:37] 但是我自选股涨这样
[26:38] 我就不用上班了
[26:39] 凯哥在看我手机页面
[26:41] 怎么都是红块块
[26:42] 因为我在看
[26:42] 今天有哪一些公司做表态
[26:44] 像能力集团也有
[26:45] 因为他们跟NV
[26:46] 本来就有做人形机器人的合作
[26:48] 所以现在今天排面上
[26:49] 能力跟能力亚洲
[26:50] 也都是涨停板的
[26:52] 然后我刚刚讲到的是风策
[26:54] 因为最近还有人跟我说
[26:55] 什么想买奇邦
[26:56] 我说奇邦
[26:57] 真的涨太多了吧
[26:59] 结果他还是赚到
[27:00] 今天这根涨停板
[27:01] 但是我们奇邦
[27:01] 什么时候讲了
[27:02] 还记得吗
[27:03] 100块
[27:03] 对啊
[27:04] 已经涨多少了
[27:05] 对啊
[27:06] 为什么不知道
[27:07] 我们讲的时候
[27:07] 你赶快去追呢
[27:08] 这时候你再去追
[27:10] 其实我们就有点难了
[27:11] 就是我们其实
[27:12] 很喜欢能够赚到钱
[27:14] 可是又很怕你受伤
[27:15] 是
[27:15] 所以幸好那位朋友
[27:17] 他赚到今天这根掌顶板
[27:19] 之后不关我们的事
[27:20] 但是你去想
[27:20] 齐邦的获利
[27:22] 大概只有立成的三分之一
[27:23] 是
[27:24] 齐邦涨到这
[27:25] 你觉得立成会涨到哪里
[27:26] 是
[27:26] 我们就不要再多讲
[27:28] 你干嘛这样
[27:29] 最近IP股有点重见
[27:31] 创意在上冲下行
[27:33] 对
[27:33] 那当然市场有很多的说法
[27:35] 因为创意感觉上
[27:37] 涨上来之后
[27:38] 不管是法人端
[27:39] 或是市场的主力端
[27:41] 有一些角力的状况
[27:43] 所以它的涨跌
[27:44] 变得幅度非常非常的大
[27:46] 不晓得要整理到什么时候
[27:48] 才能恢复顺向
[27:49] 因为第一个
[27:50] 它股价位阶相对比较高
[27:51] 它其实弹的幅度相对比较大
[27:54] 那之前提过
[27:55] 当联发科这只库斯拉
[27:57] 挤进这个池塘里面
[27:58] 原本池塘里面称王的两个王
[28:01] 基本上创意跟私心
[28:02] 他们就有比较大的压力
[28:03] 对
[28:04] 就是因为有一个
[28:05] 更厉害的怪兽进来了
[28:07] 对那他们就要去面对
[28:09] 就是说假设未来
[28:11] 他们要跟联发科去竞争这个市场
[28:13] 到底他们能够吃到的有多少
[28:15] 我觉得基本上还是很多啦
[28:18] 只是可能没有大家想的这么的多了
[28:20] 就是以前只有他们两家可以选嘛
[28:22] 所以大家就觉得
[28:23] 只有这两家可以买
[28:25] 可是现在你多一个发哥进来
[28:26] 那你一比一下就觉得说
[28:28] 好像发哥也还很便宜
[28:30] 所以我觉得这边就比较难一点
[28:32] 但是我觉得创意昨天在
[28:34] 他的这个法说会有讲说
[28:36] 其实他们对未来的展望
[28:38] 还是很正面的
[28:39] 所以今天就稍微
[28:40] 频繁了一下拉起来
[28:42] 那世新我觉得
[28:43] 就要等到他
[28:43] 法所谓自己出来跟市场讲
[28:45] 他们的后面的状况怎么样
[28:47] 不过so far看起来
[28:48] 我觉得是正面的
[28:49] 是正面的
[28:50] 只是目前的筹码跟形态
[28:52] 比较没那么好
[28:53] 好
[28:54] 不过世新确实本来
[28:55] 他的爆发性
[28:55] 就是在第二季之后
[28:57] 但是现在要考验
[28:58] 就是到底有没有来
[28:59] 就这个市场有没有当初
[29:01] 因为世新历经了
[29:03] 非常惨淡的第四季
[29:04] 去年第四季
[29:05] 跟今年第一季
[29:06] 非常惨淡
[29:07] 但股价上来了
[29:08] 为什么大家就是期待
[29:09] 你第二季
[29:10] 有东西要来
[29:11] 那这个亚马逊订单
[29:13] 或是其他的订单
[29:14] 有没有出现变化
[29:15] 恐怕事先就是
[29:17] 现在大家在观望这个事情
[29:19] 今天当然还有像
[29:20] 我觉得比较有趣的
[29:21] 像富邦美
[29:21] 富邦美说实话
[29:23] 我觉得很难看好这个产业
[29:25] 因为电商嘛
[29:26] 不过他们自己在股东会上面
[29:27] 就说爬也要爬回来
[29:29] 爬也要爬回来
[29:30] 然后要想办法
[29:31] 做一些其他的业务这样子
[29:33] 所以他今天也是
[29:34] 拉了一根掌停板
[29:35] 不过我个人对于电商这个事情
[29:37] 就是我还是觉得比较保守啦
[29:40] 因为有朋友在酷蓬
[29:42] 也有朋友在富邦煤
[29:43] 然后也有朋友以前在雅虎
[29:45] 奇摩购物坏被统一收购
[29:46] 都觉得
[29:47] 这个做电商到底造什么孽啊
[29:50] 怎么那么辛苦啊我觉得战场还是很厮杀啊对啊因为其实酷蓬进来基本上他很多运運費都不用錢那你之前要收運費的這些廠商是你老實講這個物流費你要吸收
[30:03] 那是很大的費用
[30:04] 是
[30:05] 對啊所以變成是大家都在這裡廝殺
[30:07] 對
[30:08] 那不是只有什麼兩個王跟一個庫斯拉的問題
[30:11] 那是一堆莫名其妙的生物在裡面
[30:14] 而且還有國外的生物
[30:16] 這個很高度競爭
[30:18] 好因為庫蓬他就是
[30:20] 我有在使用嘛
[30:21] 後來他有一段時間他就開始
[30:22] 就是問你要不要什麼繳那個會員費
[30:25] 其實沒多少好像59塊多少錢
[30:27] 可是他就是在你不經意中你按到
[30:29] 然後你就看到怎麼信用卡扣款
[30:31] 一開始就Kimoji不爽
[30:32] 所以我就去把它退掉
[30:34] 也蠻容易他說你要退就讓你退掉了嘛
[30:36] 然後可是過一陣子你就發現
[30:38] 因為我在上面有買什麼貓飼料啊
[30:40] 有什麼清潔用品
[30:40] 這裡面實在太便宜了
[30:42] 飼料是同樣品質和同樣品牌的
[30:45] 會跟不知名不能具名的電商比差了
[30:49] 一大袋差了一千块钱
[30:51] 是好的抗敏饲料这样
[30:53] 所以自然会跟他买
[30:54] 好我要讲的是
[30:55] 那时候他就告诉我
[30:56] 如果你有加我那个五十九块会员的话
[30:59] 其实东西可以省两百块
[31:00] 好吧
[31:01] 我就默默地把它加回来了
[31:03] 对实在是节省太多了
[31:06] 其实我认为库蓬目前还是在做一种
[31:09] 就是把对方杀死的一种business
[31:12] 就是他们有点像中国早期的那些
[31:16] 例如说像微信啊什么的
[31:20] 或者是他们一些支付宝的东西
[31:22] 他就是把一开始的成本都降很低
[31:25] 然后把对手通通都砍死掉之后
[31:27] 只剩下他一家
[31:28] 他主要要的是那个市值的概念
[31:31] 对他不在
[31:32] 他不是真的要赚钱
[31:34] 可是当你像其谋说
[31:36] 像富豹没说你未来要再爬回来
[31:39] 你就是要赚钱嘛
[31:41] 否则你怎么爬回来
[31:41] 可是你在爬回过程里面
[31:43] 对方是要求不赚钱的
[31:45] 所以很多人讲说
[31:46] 那个Coupon的那个价格
[31:48] 就是乱定
[31:48] 就是有点太离谱了
[31:51] 便宜得太离谱了
[31:52] 但是它就是标准的商品
[31:54] 所以我觉得
[31:55] 这个就是一个不公平的竞争
[31:57] 好
[31:58] 怎么会讲到它
[31:59] 因为已经Full Bound Man也涨停了
[32:00] 但是不是今天涨停的
[32:02] 我们都把它当成是
[32:04] 就是长远的未来
[32:06] 里面会很厉害的
[32:07] 还是要观察一下
[32:08] 当然因为最近
[32:09] 是因为股东会
[32:10] 真的是陆续开
[32:11] 有的股东会很快就结束了
[32:13] 有的就真的是
[32:14] 会趁着这个机会
[32:15] 跟股民好好聊聊
[32:16] 自己公司的规划
[32:17] 会比法书会上面
[32:19] 讲的更平易近人
[32:20] 更多的激励
[32:22] 更多的愿景
[32:23] 因为跟法人讲这个
[32:24] 法人有时候会当你
[32:25] 法人会比较犀利
[32:27] 你不要跟我在那边吹
[32:28] 可是对股民
[32:30] 股民喜欢听到正面的事情
[32:31] 所以最近股东会开完
[32:33] 大部分都是一个上涨
[32:35] 有一档公司
[32:37] 我觉得很有趣
[32:37] 叫做维银
[32:38] 他在开完股东会的时候
[32:40] 他股价是先
[32:41] 我记得好像快上到跌停
[32:42] 那时候有两件事
[32:44] 第一个是他有提到
[32:45] 在现在虽然
[32:46] 见到很多AI大客户的单
[32:47] 可是因为
[32:48] 大家会砍杀毛利了
[32:49] 所以他会觉得
[32:50] 营收成长的过程中
[32:51] 毛利会受到挤压
[32:53] 另外一个是
[32:54] 他要配20元的股票鼓励
[32:56] 也就是说
[32:57] 你今天如果愿意参加
[32:58] 他的出权
[32:58] 你会从一张围影
[33:00] 变成三张围影
[33:01] 非常有趣
[33:02] 可是不晓得我们讲出来
[33:03] 大家好像有点惊讶
[33:05] 就卖了
[33:06] 那我昨天其实我有点想买
[33:09] 我有点想要尝试
[33:10] 我买一张围影
[33:11] 我会有三张威印
[33:13] 但今天涨停
[33:14] 所以我会看看
[33:15] 凯哥你会想要参与这样的事情吗
[33:17] 我觉得基本上
[33:19] 我觉得他还是一家好公司
[33:21] 其实你先不管说
[33:23] 你到底是分回多少
[33:25] 而是一家好公司
[33:26] 基本上他还在做一个
[33:28] 配股的阶段
[33:30] 我觉得就是
[33:31] 他认为他自己还有成长性
[33:33] 如果他今天不是配股
[33:34] 是配现金
[33:35] 我就对他不会有兴趣
[33:37] 因为通常配现金的公司
[33:39] 代表他自己对他的成长性
[33:41] 是比较有疑虑的
[33:42] 对
[33:43] 可是他配的股票很多
[33:44] 对
[33:44] 如果说你是一股换一股
[33:46] 对
[33:46] 所以说配股配多的
[33:48] 我反而会比较有兴趣
[33:49] 如果他是配cash
[33:50] 那我就会
[33:51] 谢谢啦
[33:52] 再联络好了
[33:53] 因为你知道为什么我想卖吗
[33:55] 因为很多人都说
[33:56] 那分拆后他们一定会去买
[33:58] 那我为什么要等分拆后呢
[34:00] 你看看国际
[34:01] 一拆四
[34:02] 然后一直涨一涨
[34:03] 会涨到后来一张变四张
[34:04] 四张是原本的价钱
[34:06] 这不是没可能
[34:07] 因为之前星象上演过
[34:08] 一拆二
[34:09] 然后后来就统统涨回原本的价钱
[34:11] 就多了一张
[34:12] 然后再一拆二
[34:13] 他拆两次
[34:14] 对
[34:15] 然后也那次也有填全
[34:17] 两次都填全
[34:17] 哇塞一张就升成四张
[34:19] 所以我那时候想说
[34:20] 如果你要去买分拆后的微影
[34:23] 为什么不现在就买
[34:25] 但今天涨停板
[34:26] 所以我就没有这样做
[34:27] 但我必须告诉大家
[34:28] 我挺有兴趣的
[34:29] 我会择时做这件事情
[34:31] 个人行为
[34:32] 大家参酌
[34:33] 因为分拆后总是股价比较低
[34:36] 比较容易入手
[34:36] 那你买一张
[34:38] 现在的话五百多万
[34:39] 可能大家会觉得有点压力
[34:40] 但我挺有兴趣这样子
[34:41] 好
[34:42] 所以刚刚凯哥的意思是说
[34:43] 排面上有很多的热点啦
[34:45] 那如果没有涨到
[34:47] 就像昨天的华通
[34:48] 昨天华通一跌
[34:48] 就立刻有人就又问了
[34:50] 怎么了
[34:51] 怎么到300块就下来了
[34:52] 然后我就想说不要急
[34:54] 对你不要急
[34:56] 晶圆店一样好不好
[34:57] 筹码还没有好转
[34:58] 真的不要急
[34:59] 可是你说他的形态有非常烂吗
[35:01] 股价非常弱吗
[35:03] 我觉得他只是相对于别人在喷
[35:05] 你的被剥夺感很重而已
[35:07] 他没有特别弱
[35:08] 那如果是这样子的话
[35:09] 当初我就不会等金居了
[35:10] 金居在这个250以下混了多久
[35:13] 搞了多久才起来嘛
[35:15] 你要看的是你到底对他的耐性
[35:17] 你希望在他身上获得大包装
[35:18] 你真的就要有耐性啦
[35:20] 对
[35:20] 那你说鸿海的投资人
[35:22] 广达的投资人
[35:23] 伪创的投资人
[35:23] 伪创的投资人
[35:25] 等更久
[35:25] 红鸡人宝的投资人
[35:27] 等更久
[35:28] 但这里面我觉得有等级的差别
[35:30] 对
[35:31] 就是要我的话
[35:32] 我觉得广达
[35:33] 如果第二季有复苏的话
[35:34] 我是特别的喜欢广达
[35:36] 这件事情我有讲过
[35:37] 对
[35:37] 那鸿海也不错啦
[35:39] 因为你看他至少在毛利率上面
[35:40] 他有维持住
[35:41] 也代表他有一定的优势
[35:43] 而且鸿海
[35:44] 这个刘董是真的很会激励市场
[35:46] 就很会讲
[35:47] 所以我觉得喜欢鸿海也没有不好
[35:50] 也没有不对
[35:51] 所以大家就从这个老AI里面
[35:53] 如果您还有兴趣的话
[35:54] 就各求所爱
[35:55] 那伪创自然是相较之下
[35:58] 看起来是比较委屈的
[35:59] 但伪创确实也是面临毛利率的压力
[36:02] 也希望他第二季能够振作起来
[36:04] 因为大部分都是NB场
[36:06] 其实除了AI伺服器外
[36:08] 他们很大一块都是NB
[36:09] NB就考验在记忆体的这一块
[36:13] 那如果你之前记忆体
[36:14] 倍量不太够
[36:15] 你现在基本上就是被这通路商
[36:17] 就割肉
[36:18] 就在割你的肉
[36:19] 所以他们就是会有一段的阵痛期
[36:22] 但是我觉得基本上
[36:24] AI伺服器目前这一块
[36:26] 看起来没有什么太大疑虑
[36:28] 因为苏之锋告诉你了
[36:29] 他未来还要在
[36:30] 这个块还要再投入两三年
[36:33] 甚至于我们看到
[36:34] 那个6515的影威
[36:36] 直接告诉你
[36:37] 它的扩敞的进度
[36:39] 要拉到2028年
[36:41] 到2028年
[36:41] 它都要积极扩敞
[36:42] 所以告诉你
[36:43] 其实整个AI伺服器
[36:44] 目前看起来
[36:45] 它就还是一个多头的架构
[36:47] 趋势还在这里
[36:48] 只是股价涨多了
[36:51] 总是会进入整理
[36:52] 那整理的时候
[36:53] 你就是自己调整好你的tempo
[36:55] 这样就应该没有什么问题
[36:56] 是
[36:57] 那这边这几天
[36:59] 有一些讯息
[36:59] 我觉得挺感动的
[37:00] 像有一个朋友
[37:01] 他就有讲说
[37:02] 进入股市十几年
[37:04] 一直都是用金融股
[37:05] 稳稳存股
[37:06] 一直到最近
[37:06] 认真研究AI产业
[37:08] 然后呢
[37:09] 也听我们讲
[37:10] 破月线破季线可以买
[37:11] 也就按照这样的几率买进
[37:13] 他说
[37:13] 欣欣前几天有卖
[37:15] 没有卖的最高点
[37:16] 可是已经赚了不少钱
[37:18] 觉得很开心
[37:19] 他就传了两张
[37:20] 捐款的收据给我
[37:21] 其实我就看到
[37:22] 这个是最暖的
[37:23] 是最暖的
[37:24] 尤其是前几天
[37:25] 我忘了讲一件事情
[37:26] 我就看我桌上
[37:27] 放了一个收据
[37:28] 什么东西收据
[37:29] 我捐钱哪一家
[37:30] 寄收据来了吗
[37:31] 我在思考着
[37:32] 结果一打开是
[37:33] 一个听众
[37:35] 他也是捐钱
[37:36] 而且他特地选了一个
[37:37] 屏东的机构
[37:38] 因为他知道我是屏东人
[37:39] 去捐钱
[37:40] 然后把收据寄给我
[37:41] 用我的名义捐的
[37:44] 很谢谢
[37:45] 那不管要不要用我的名义
[37:47] 用我的名义让我知道
[37:48] 您的心意
[37:48] 我真的非常感动
[37:49] 那如果是自己要捐什么的
[37:52] 确实我们在股票市场赚到钱
[37:54] 我们就来捐一点钱出去
[37:56] 好不好
[37:56] 不一定要把什么收据
[37:58] 或者是把你捐款的记录寄给我
[38:00] 我只是有感而发
[38:01] 我觉得很开心
[38:02] 大家在股票市场赚到钱
[38:04] 想到的是捐钱出去
[38:05] 我觉得超级赞
[38:06] 对超级赞
[38:07] 我觉得自己都做得不够
[38:09] 自己都想到
[38:10] 那我应该也要多捐一点
[38:11] 这样子
[38:12] 对凯克一定也是有
[38:13] 这方面的捐献
[38:15] 所以我觉得
[38:16] 趁着现在市场好
[38:18] 我们这样得来的金钱
[38:19] 可以再去帮助其他的人
[38:21] 好那还有一位有提到说
[38:23] 他已经留过好几次言了
[38:25] 因为他之前有满手的传产
[38:26] 满手的应该是钢铁股
[38:28] 都不涨
[38:29] 就一直问我怎么办
[38:30] 不是筹码还不错吗
[38:31] 地方的主力有在买
[38:32] 那后来就有劝他说
[38:34] 因为趋势在AI
[38:35] 不是代表钢铁股永远不会涨
[38:37] 可是你会因为在没有效率的情况下
[38:39] 压力很大
[38:39] 那后来换股了
[38:41] 那他最近也是常常传讯息来
[38:43] 感谢说换股之后完全可以体会到
[38:45] 为什么台股上4万点
[38:47] 可以全民疯狂
[38:48] 他的股票也涨了
[38:50] 然后他说现在大盘4万5了
[38:52] 当初买的传产股是3万点买的
[38:55] 可是4万5了
[38:56] 他看到那些传产股
[38:57] 如果没有卖的话
[38:58] 在原地
[38:59] 可是他的AI股已经完全上来了
[39:02] 所以他就觉得很感谢这样子
[39:04] 没错
[39:05] 就跟大家分享一下
[39:06] 就大家都有看到
[39:08] 大家都有看到
[39:09] 你传给我的讯息我都有看到
[39:11] 那可以回我就尽快回您
[39:13] 有时候我就想说可以在空中讨论
[39:15] 我们就一起讨论了
[39:16] 好那今天礼拜五
[39:17] 今天晚上美股的开盘
[39:19] 我们也值得再留意一下最新的一个情况
[39:21] 还是小丁您最近一定是利多比较多
[39:24] 因为下个礼拜
[39:25] 我们还有所谓的Computex展
[39:27] 要开展了
[39:28] 一连串的电脑科技的好消息会来
[39:31] 但是到了六月中
[39:33] 联准会要再开一次
[39:34] 利率决策会议的时候
[39:35] 华许的第一次会议
[39:37] 会给大家什么样的方向指引
[39:39] 我觉得那个会在市场上
[39:40] 也会造成一定的冲击
[39:42] 大家要留意
[39:43] 好
[39:44] 那我们今天谢谢凯哥
[39:45] 谢谢大家
[39:46] 跟大家说拜拜
[39:47] 周末愉快
[39:47] 拜拜
